translation,thafseer,title,note
އަދި އެއުރެންނީ، ކަލޭގެފާނަށް ބާވައިލައްވާފައިވާ ފޮތަށާއި ކަލޭގެފާނުގެ ކުރިން ބާވައިލައްވާފައިވާ ފޮތްތަކަށް އިމާންވާ މީހުންނެވެ. އަދި އެއުރެންނީ، ހަމަ އާޚިރަތްދުވަހާ މެދުގައި ޔަޤީން ކުރާ މީހުންނެވެ. (4),އަދި ރަސޫލުކަން ޚަތިމްކުރެއްވި ސާހިބާ، މުޙައްމަދު ﷺ ގެ މައްޗަށް ބާވައިލެއްވި ކީރިތި ޤުރްއާނުގެ ގޮތުގައި ތިމަންރަސްކަލާނގެ ބާވައިލެއްވި އާޔަތްތަކަށް އީމާންވާ މީހުންނެވެ. އަދި ތައުރާތާއި، އިންޖީލާއި، ޒަބޫރު ފަދަ، ކަލޭގެފާނަށް ވުރެ ކުރިން ބާވައިލެއްވުނު ފޮތްފޮތަށް އީމާންވާ މީހުންނެވެ. އަދި އެއްވެސް ޝައްކެއް ނެތި، ޔަޤީންކަމާއެކު، ހިސާބުބެއްލެވުމާއި، ޖަޒާދެއްވުމަށް އީމާންވާ މީހުންނެވެ.,,
އެއުރެންވަނީ، އެއުރެންގެ ވެރިރަސްކަލާނގެ ޙަޟްރަތުން އައި ތެދުމަގުގެ މަތީގައެވެ. އަދި ދިންނަވާނޭ މީހުންނީ، ހަމަ އެއުރެންނެވެ. (5),އެބައިމީހުންނީ، އެބައިމީހުންގެ ވެރިރަސްކަލާނގެ ޙަޟްރަތުން އައިސްފައިވާ ހިދާޔަތުގެ މަތީގައި ތިބި މީހުންނެވެ. ﴿وَأُو۟لَـٰٓئِكَ هُمُ ٱلْمُفْلِحُونَ﴾ އަދި އަބަދުގެ އަބަދަށް ދެމިތިބޭ ސުވަރުގޭގެ އަހުލުވެރިންނަށް ލިބޭނޭ އެންމެ މަތިވެރި ނިޢުމަތް ކަމުގައިވާ އެއްވެސް ހުރަހެއް ނެތި الله ފެނުން ފަދަ، އެއަށް ލޯބިކޮށް ހިތް އެދޭ ހުރިހާ ނިޢުމަތެއް ކާމިޔާބު ކުޅަ މުއުމިނުންނެވެ. މިތާނގައި ކީރިތި الله އެވަނީ ހެޔޮލަފާ މުއުމިނުންގެ ފަސް ސިފައެއް ބަޔާންކުރައްވައިފައެވެ. ދެން ނުބައިވެގެންވާ ކާފަރުންގެ ދެ ސިފައެއް ބަޔާންކުރައްވަމުން އެކަލާނގެ ވަޙީކުރައްވަނީ,,
ހަމަކަށަވަރުން ކާފިރުވި މީސްތަކުންނަށް، ކަލޭގެފާނު އެއުރެންނަށް އިންޒާރު ކުރެއްވިޔަސް ނުވަތަ އިންޒާރު ނުކުރެއްވިޔަސް ހަމަހަމަވެގެން ވެއެވެ. އެއުރެން އީމާނެއް ނުވާނެތެވެ. (6),ހަމަކަށަވަރުން ކީރިތި الله ގެ އެއްކައުވަންތަކަމަށް އިންކާރުކޮށް، އެކަލާނގެ ރަސޫލުބޭކަލުން ޤަބޫލުނުކުޅަ މީހުން، ﴿ سَوَآءٌ عَلَيْهِمْ ءَأَنذَرْتَهُمْ أَمْ لَمْ تُنذِرْهُمْ ﴾ ކަލޭގެފާނު އެބައިމީހުނަށް އިންޒާރު ދެއްވުމާއި، އިންޒާރުނުދެއްވުން ހަމަހަމައެވެ. ﴿لَا يُؤْمِنُونَ﴾ ކަލޭގެފާނު އެބައިމީހުންނާ ހަމައަށް ގެނެސްދެއްވި ފާޅުކަން ބޮޑުވެގެންވާ ނޫރަށް އެބައިމީހުން އީމާންނުވާނެއެވެ. އެހެންކަމުން ކަލޭގެފާނު އެކަމާމެދު ހިތާމަ ނުކުރައްވާށެވެ.,,
الله، އެއުރެންގެ ހިތްތަކުގައްޔާއި އެއުރެންގެ ކަންފަތްތަކުގައި ވަނީ ސިއްކަގައްސަވައި، ބަންދުކުރައްވާފައެވެ. އަދި އެއުރެންގެ ލޯތަކުގެ މަތީގައިވަނީ، ފަރުދާއެކެވެ. އަދި އެއުރެންނަށް ބޮޑުވެގެންވާ ޢަޛާބު ހުށްޓެވެ. (7),އެބައިމީހުން ކާފިރުވުމުގެ ސަބަބުން ކީރިތި الله ވަނީ އެބައިމީހުންގެ ހިތްތަކުގައި ސިއްކަ ޖައްސަވައިފައެވެ. އެހެންކަމުން، އެހިތްތަކަށް އިމާންކަމެއް، އަދި (ހިދާޔަތުގެ) އަލިކަމެއްވެސް ނުވަންނާނެއެވެ. އެއީ ކަނު، ބީރު އަދި ނުވިސްނޭ ހިތްތަކެއް ފަދައެވެ. ﴿وَعَلَىٰ سَمْعِهِمْ ۖ﴾ އަދި އެކަލާނގެ ވަނީ އެބައިމީހުންގެ އިވުމުގައި ވެސް ސިއްކަ ޖައްސަވާފައެވެ. އެއީ ބީރު ބައެއް ފަދައެވެ. ﴿وَعَلَىٰٓ أَبْصَـٰرِهِمْ غِشَـٰوَةٌ ۖ﴾ އަދި އެބައިމީހުންގެ ލޯތަކުގެ ކުރިމަތީގައި ވަނީ ފަރުދާއެކެވެ. އެހެންކަމުން، ހިދާޔަތުގެ ނޫރު އެބައިމީހުންނަކަށް ނުފެނެއެވެ. ﴿وَلَهُمْ عَذَابٌ عَظِيمٌ﴾ އަދި އާޚިރަތް ދުވަހު އެބައިމީހުންނަށް، ދާއިމަށް ދެމިހުންނަނިވި، މެދުކެނޑުމެއް ނެތް ޢަޛާބު ހުށްޓެވެ. މިއާޔަތުގައި މިވަނީ އެހެން އެއްޗަކާ އެއްފަދަކޮށް، ސިފަކުރުމުގެ މިސާލެކެވެ. އެހެނީ، އެބައިމީހުން ޙިއްސުތަކުގެ ބޭނުން ނުހިފުމުގެ ސަބަބުން، އެބައިމީހުން ވަނީ، ބުނާ އެއްޗެއް ނުއެނގޭ، ނުވިސްނޭ ޖަނަވާރުގެ ބައިގަނޑެއް ފަދައިން ވެފައެވެ. ދެން މިއަންނަ ތޭރަ އާޔަތުގައި އައިސްފައި ވަނީ މުނާފިޤުންގެ ވާހަކައެވެ. އެބައިމީހުންގެ ޢަމަލުތައް ކާފަރުންގެ ޢަމަލުތަކަށްވުރެ ހުތުރުކަން ބޮޑުވެފައި، އެބައިމީހުންނަށް ހުރި ޢަޛާބު މާ ބޮޑުކަން ބަޔާންކޮށްދެއްވުމަށެވެ. އެކަލާނގެ ވަޙީކުރައްވަނީ,,
އަދި އީމާންވެގެންވާ ބަޔަކު ކަމުގައި ނުވެތިބެ، ތިމަންމެން الله އަށާއި އާޚިރަތް ދުވަހަށް އީމާން ވެއްޖައީމުއޭ ބުނާބަޔަކު، މީސްތަކުންގެ ތެރެއިންވެއެވެ. (8),ހިތުގެ އަޑިން ޤަބޫލުކުރުމަކާ ނުލައި، ހަމައެކަނި ދުލުން ތިމަންމެން ކީރިތި الله އަށް އީމާންވެއްޖައީމޭ ބުނާ ބަޔަކު މީސްތަކުންގެ ތެރެއިން ވެއެވެ. އެއީ ހަމަ އެކަނި ދުލުން ބުނެލާ ބަހެކެވެ. ހިތުން އެކަން ޤަބޫލުކުޅައުމަކާ ނުލައެވެ. އެބައިމީހުންގެ ދުލުން އެބައިމީހުން ބުނަނީ: އަހަރުމެން ކީރިތި الله އަށާއި އާޚިރަތް ދުވަހަށް އީމާންވެއްޖައީމެވެ. ﴿وَمَا هُم بِمُؤْمِنِينَ﴾ އެމީހުން ޙަޤީޤަތުގައި އީމާނެއް ނުވެއެވެ. އަދި ކިއެއްތަ، އެބައިމީހުންނީ، ނުބައިވެގެންވާ ކާފިރުންނެވެ.,,
(އެއުރެން ހީކުރާގޮތުގައި) الله އަށާއި އީމާންވެގެންތިބި މީހުންނަށް އެއުރެން އޮޅުވައިލަނީއެވެ. އެއުރެން އެ އޮޅުވައިލަނީ، އެއުރެންގެ އަމިއްލަ ނަފްސުތަކަށް ކަމުގައި މެނުވީ ނުވެއެވެ. އެއުރެންނަށް (އެކަންވެސް) ނޭނގެނީއެވެ. (9),އެބައިމީހުންގެ ޢަމަލަކީ މަކަރުވެރީންގެ ޢަމަލެވެ. އެބައިމީހުން ކުރާ ކަމަކީ، ކީރިތި الله އަށާއި، މުއުމިނުންނަށް މަކަރުހެދުމެވެ. ﴿وَمَا يَخْدَعُونَ إِلَّآ أَنفُسَهُمْ وَمَا يَشْعُرُونَ﴾ އެބައިމީހުންނަށް އިޙްސާސް ނުވާ ޙާލު، އެބައިމީހުން އެ މަކަރުހަދަނީ ހަމަ އެބައިމީހުންގެ އަމިއްލަ ނަފުސުތަކަށެވެ. އެބައިމީހުންނަކީ ޝުޢޫރާއި އިޙްސާސް ގެއްލިފައިވާ، ބުއްދި ހަމަނުޖެހޭ، މޮޔަ ބަޔަކަށް ވާތީއެވެ.,,
އެއުރެންގެ ހިތްތަކުގައި ބަލިމަޑުކަމެއްވެއެވެ. އެކަމުން، الله، އެއުރެންނަށް އެ ބަލިމަޑުކަން އިތުރު ކުރެއްވިއެވެ. އަދި އެއުރެން ދޮގުހަދައި އުޅުނުކަމުގެ ސަބަބުން، އެއުރެންނަށް ވޭންދެނިވި ޢަޛާބު ހުށްޓެވެ. (10),އެބައިމީހުންގެ ހިތުގައި ވަނީ މަގުފުރެދުމާއި، މުނާފިޤުކަމުގެ ބައްޔެވެ. އެހެންކަމުން، އެބައިމީހުންވަނީ، އިސްލާމްދީނާ މެދު ޝައްކުގެ ތެރޭގައެވެ. ﴿فَزَادَهُمُ ٱللَّهُ مَرَضًا ۖ﴾ ފަހެ، ކީރިތި الله އެބައިމީހުންގެ ބައްޔާއި ޝައްކު އިތުރުކުރެއްވިއެވެ. ﴿وَلَهُمْ عَذَابٌ أَلِيمٌۢ بِمَا كَانُوا۟ يَكْذِبُونَ﴾ އަދި އެބައިމީހުން އީމާންވެއްޖެކަމަށް ދޮގު ދަޢުވާކޮށް، ކީރިތި الله ގެ އާޔަތްތަކަށް މަލާމާތްކުރީތީވެ، ޤިޔާމަތް ދުވަހު އެބައިމީހުންނަށް ވޭންދެނިވި ޢަޛާބު ހުށްޓެވެ. މިތާނގައި މިބުނެވުނު ބައްޔަކީ ދީނާއި ގުޅިފައިވާ ބަލިމަޑުކަމެކެވެ. ހަށިގަނޑުގެ ބަލިމަޑުކަމެއް ނޫނެވެ.,,
އަދި ތިޔަބައިމީހުން ބިމުގައި ފަސާދަ އުފައްދައި ނޫޅޭށޭ، އެއުރެންނާދިމާއަށް ބުނެފިނަމަ، ތިމަންމެންނީ، ހަމަ އިޞްލާޙުކުރަން އުޅޭ ބަޔަކީމުއޭ، އެއުރެން ބުނެތެވެ. (11),އަދި ހެޔޮއެދިގެން ނަސޭހަތްދޭ މީހުން އެބައިމީހުން ކައިރީގައި، ކާފިރުވެ الله ގެ މަގަށް ހުރަސްއަޅައި، ބިންމަތީގައި ފަސާދަނުކުރާށޭ ބުނުމުން އެބައިމީހުން ދޭ ޖަވާބަކީ، ތިމަންމެން ފަސާދައެއް ނުކުރަމުއެވެ. ތިމަންމެން މިކުރަނީ އިޞްލާޙަށް މަސައްކަތް ކޮށް، ތެދުމަގަށް ގޮވާލައި، ހެވާއި ކާމިޔާބަށް މަސައްކަތްކުރުން ފިޔަވައި އެހެން ކަމެއް ނޫނެވެ.,,
ދަންނާށެވެ! ހަމަކަށަވަރުން، އެއުރެންނީ، ހަމަ ފަސާދަ އުފައްދާ މީހުންނެވެ. އެހެނެއްކަމަކު، އެއުރެންނަށް އެކަން ނޭނގެނީއެވެ. (12),އެބައިމީހުންނަށް ރައްދުދެއްވަމުން މާތް الله ވަޙީކުރައްވަނީ މުއުމިނުންނޭވެ! ތިޔަބައިމީހުން އެބައިމީހުންގެ ނުރައްކަލާމެދު ސަމާލުވާށެވެ! ޙަޤީޤަތުގައި ފަސާދަކުރާ ބަޔަކީ ހަމަ އެބައިމީހުންނެވެ. އެހެނަސް، އެބައިމީހުންގެ ހިތްތަކުން އީމާންކަމުގެ ނޫރު ފޮހެވިގެން ގޮސްފައިވާތީ އެބައިމީހުންނަށް އެކަން ނުއެނގެއެވެ. އަދި އިޙްސާސެއް ވެސް ނުވެއެވެ. އެހެންކަމުން، ތިޔަބައިމީހުން އެބައިމީހުންގެ ނުބައިކަމާއި، މަގުފުރެދުމުން ރައްކާވެ ތިބޭށެވެ. މިއާޔަތުގެ މާނަ ގަދަކުރައްވައި، އެބައިމީހުންގެ ފަސާދައިގެ މިންވަރު ބަޔާންކުރެއްވުމަށް ކީރިތި الله ވަނީ ގަދަކުރުމަށް (ތައުކީދުކުރުމަށް) ބޭނުންކުރެވޭ ހަތަރު ވަސީލަތެއް ބޭނުންކުރައްވާފައެވެ. އެއީ، ހޭލައްވާލުމަށް ބޭނުންކުރެވޭ أَلَا އާއި، ގަދަކުރުމަށް ބޭނުންކުރެވޭ إِنَّ އާއި، ހަމައެކަނި އެބައިމީހުންނަށް ކަން ދޭހަކޮށްދޭ هُمْ އާއި، الْمُفْسِدُونَ ގެ ކުރިއަށް އައިސްފައިވާ ޢައްޔަންކުރުމަށް ބޭނުންކުރެވޭ الْ އެވެ. މިއީ އެބައިމީހުންގެ މޮޔަކަމުގެ ބާވަތް ބަޔާންކޮށް، އެބައިމީހުންނަކީ މަގުފުރެދިފައިވާ ބައެއްކަން އެންގުމަށް ބޭނުންކުރެވޭނޭ އެންމެ ބަލާޣާތްތެރި ޢިބާރާތެވެ.,,
އަދި މީހުން އީމާންވި ފަދައިން ތިޔަބައިމީހުން އީމާންވާށޭ، އެއުރެންނާ ދިމާއަށް ބުނެފިނަމަ، މޮޔައިން އީމާންވި ފަދައިން އަހަރެމެން އީމާންވާނެހެއްޔޭ، އެއުރެން ބުނެތެވެ. ދަންނާށެވެ! ހަމަކަށަވަރުން މޮޔައިންނަކީ ހަމަ އެއުރެންނެވެ. އެހެނެއްކަމަކު، އެއުރެންނަށް އެކަން ނޭނގެނީއެވެ. (13),މުޙައްމަދު ﷺ ގެ އަޞްޙާބުބޭކަލުން ޔަޤީންކަމާއި، އިޚްލާޞްތެރިކަމާއެކު އީމާންވީ ފަދައިން އީމާންވާށޭ އެބައިމީހުންނަށް ބުނެވޭ ހިނދު، ﴿قَالُوٓا۟ أَنُؤْمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُ ۗ﴾ މަލާމާތްކޮށް، ހަޖޫޖަހާ ރާގަށް އެބައިމީހުން ބުނެތެވެ. ވިސްނުން ކޮށި، ބުއްދި ހަމަނުޖެހޭ މޮޔައިން އީމާންވީ ފަދައިން ތިމަންމެން ވެސް އީމާންވާންވީ ހެއްޔެވެ. އެބައިމީހުން އެއިޝާރާތް ކުރަނީ މާތް ޞަޙާބީންނަށެވެ. އެބޭކަލުންގެ މައްޗަށް ވިސްނުން ކޮށިކަމުގެ ތުހުމަތު ކުރުމަށް ފަހުއެވެ. އެބައިމީހުންނަށް ރައްދުދެއްވަމުން ކީރިތި الله ވަޙީކުރައްވަނީ ﴿أَلَآ إِنَّهُمْ هُمُ ٱلسُّفَهَآءُ وَلَـٰكِن لَّا يَعْلَمُونَ﴾ ބުއްދި ހަމަނުޖެހޭ މޮޔައިންނަކީ ހަމަ އެބައިމީހުންނެވެ. އެބައިމީހުން ދަޢުވާކުރާ ފަދައަކުން މުޙައްމަދު ﷺ ގެ މަތިވެރި ޞަޙާބީންނެއް ނޫނެވެ. އެހެނަސް، އެބައިމީހުންގެ މޮޔަކަމުން އެކަން ނޭނގެނީއެވެ. އަދި މިކަމުގެ ސަބަބުން އެބައިމީހުންގެ ކަނުކަން މާބޮޑު ވެފައި، ތެދުމަގާ މާ ދުރެވެ. މިއާޔަތްތަކުގައި މާތް الله ވަނީ ފަޞާޙަތްތެރިކަމާއި، ބަލާޣާތްތެރިކަމުގެ އެންމެ މަތީ ދަރަޖައިގައި އެބައިމީހުންގެ މޮޔަކަމާއި، މަގުފުރެދުން ބޮޑުކަން ބަޔާންކުރައްވައި، އެކަމަށް ސަމާލުވުމަށް އަންގަވައި، އިންޒާރުދެއްވާފައެވެ. އެބައިމީހުން ވަނީ، ޙަޤީޤަތުގައި އެބައިމީހުންނީ ޙަޤީޤީ މޮޔައިން ކަމަށްވެފައި، އަޞްޙާބުބޭކަލުންނަކީ ޙަޤީޤީ މުއުމިނުން ކަމަށް ވާއިރު އަޞްޙާބުބޭކަލުންގެ ތެރެއިން އެންމެ ދަރަޖަ އުފުލިގެންވާ ބޭކަލުން މޮޔަކަމަށާއި، އެބޭކަލުންގެ ވިސްނުން ކޮށިކަމަށް ސިފަކޮށްފައެވެ.,,
އަދި އީމާންވި މީހުންނާ އެއުރެން ބައްދަލުވެއްޖެނަމަ، އެއުރެން ބުނެއުޅެނީ، ތިމަންމެން މިތިބީ އީމާންވެގެންނެވެ. އެއުރެންގެ ޝައިޠާނުންނާ (އެބަހީ: ދެކޮޅުވެރިކަމާއި ކުފުރުވެރިކަމުގައި އެއުރެންގެތެރެއިން ކުރިޔަށް ތިބިމީހުންނާ) އެއުރެން އެއްތަންވެއްޖެނަމަ، އެއުރެން ބުނެއުޅެނީ، ތިމަންމެން ވަނީ، ކަށަވަރުންވެސް ތިޔަބައިމީހުންނާ އެކުގައެވެ. ހަމަކަށަވަރުން ތިމަންމެންނީ، ފުރައްސާރަކުރާ ބަޔަކީމުއެވެ. (14),"އެމީހުންގެ މުނާފިޤުކަމާއި، އެއް ގޮތެއްގައި ސާބިވެނުތިބެވޭކަމުގެ އެހެން މިސާލެކެވެ. މުއުމިނުން ފެންނަ ހިނދު އެބައިމީހުން ކުރިމަތީގައި އީމާންކަން ފާޅުކޮށް، ތިމަންމެންނަކީ ވެސް ތިޔަބައިމީހުން ފަދައިން މުއުމިނުންނޭ ބުނެތެވެ. ﴿وَإِذَا خَلَوْا۟ إِلَىٰ شَيَـٰطِينِهِمْ قَالُوٓا۟ إِنَّا مَعَكُمْ إِنَّمَا نَحْنُ مُسْتَهْزِءُونَ﴾ އަދި މުނާފިޤުކަމާއި، މަގުފުރެދުމުގެ އަހުލުވެރިންގެ ތެރެއިން އިސްމީހުންނާއި ބައްދަލުވާ ހިނދު ތިމަންމެން މިތިބީ ތިޔަބައިމީހުންނާ އެކުގައި ކަމަށާއި، އީމާންކަން ފާޅުކޮށް އެބައިމީހުންނާ ވާހަކަ ދެއްކީ ސަމާސާކޮށް މަލާމާތް ކުރުމުގެ ގޮތުން ކަމަށް ބުނެއެވެ. އެބައިމީހުންނީ ""ޝައިޠާނުން"" ގެ ގޮތުގައި މާތް الله ސިފަކުރައްވާފައި ވަނީ ނުބައިނުލަފާ ކަމާއި، މަކަރުވެރިކަމުގައި، ޝައިޠާނުން ފަދަ، އެކަކު އަނެކަކަށް ވަސްވާސްދޭ ބަޔަކަށް ވާތީއެވެ.",,
اللَّه، އެއުރެން ކުޅަ ފުރައްސާރައިގެ ޖަޒާ އެއުރެންނަށް ދެއްވާހުށްޓެވެ. އަދި ދެފުށުއެޅޭ ޙާލުގައި، އެއުރެންގެ އުރެދުމުގައި އުޅުމަށް އެއުރެންނަށް މުއްދަތު ދިގުކުރައްވާނެތެވެ. (15),އެބައިމީހުން މުއުމިނުންނަށް މަލާމާތްކޮށް ފުރައްސާރަކުރީތީ، ކީރިތި الله އެބައިމީހުންނަށް އެކަމުގެ ޖަޒާ ދެއްވައި، އެކަލާނގެ ވަލީވެރީން ކަމުގައިވާ މުއުމިނުންނަށް މަލާމާތްކުރި ކުރުން الله އެބައިމީހުންގެ މައްޗަށް ރައްދުކުރައްވައެވެ. އެއީ ދުނިޔޭގައި އެބައިމީހުނާ އަޅާނުލައްވައި ދޫކުރައްވައި، އެބައިމީހުންގެ ކަނުކަމާއި މަގުފުރެދުމުގައި ދެވޭނުދެވޭ ތަނެއް ނޭނގޭ ޙާލުގައި އެބައިމީހުން ދޫކުރައްވައިގެންނެވެ. ޢަރަބި ބަހުގައި عمى އަކީ ލޯ ކަނުވުމެވެ. އަދި عمه އަކީ ލޯ ފަދައިން ހިތް ކަނުވުމެވެ.,,
އެއުރެންނީ، ތެދުމަގުގެ ބަދަލުގައި މަގުފުރެދުން ގަތް މީހުންނެވެ. (އެބަހީ: ތެދުމަގަށް ފުރަގަސްދީ، މަގުފުރެދުން ހޯދި މީހުންނެވެ.) ފަހެ، އެއުރެންގެ އެ ވިޔަފާރިޔަކުން، އެއުރެންނަކަށް ފައިދާއެއް ނުވިއެވެ. އަދި އެއުރެންނަކީ، ތެދުމަގު ލިބިގެންވާ ބަޔަކުކަމުގައިވެސް ނުވެތެވެ. (16),އެބައިމީހުންނީ، އީމާންކަން ކާފިރުކަމަށް ބަދަލުކޮށް، އަގެއްގެ ގޮތުގައި ތެދުމަގު ދީފައި، މަގުފުރެދުން ގަތް މީހުންނެވެ. ﴿ فَمَا رَبِحَت تِّجَـٰرَتُهُمْ وَمَا كَانُوا۟ مُهْتَدِينَ ﴾ މިކުރި ވިޔަފާރީގައި އެބައިމީހުންނަށް ލިބުނީ ފައިދާގެ ބަދަލުގައި ގެއްލުމެވެ. އެއީ އެބައިމީހުން އަގުހުރި މާތް އީމާނުގެ ބަދަލުގައި، އަގެއް ނެތް ނިކަމެތި ކާފިރުކަން ގަތީމައެވެ. އެހެންކަމުން، އެބައިމީހުން ވެގެން ދިޔައީ އިންތިހާއަށް ބޮޑު ގެއްލުމެއް އުފުލި ބަޔަކަށެވެ. ސާފު ރަނުގެ ބަދަލުގައި ގެރިބަކަރީގެ ނަޖިސް ހޯދި މީހެއް ފަދައިންނެވެ. އޭނާއަށް އެ ވިޔަފާރީގައި ލިބޭނެ އެއްވެސް ފައިދާއެއް ނުއޮންނާނެއެވެ. ދެން މާތް الله މިވަނީ އެބައިމީހުންނަށް ލިބުނު ބޮޑު ގެއްލުން ބަޔާން ކުރެއްވުމަށް އިތުރު ދެ މިސާލެއް ޖައްސަވާފައެވެ. ފުރަތަމަ މިސާލުގައި އެކަލާނގެ ވަޙީކުރައްވަނީ,,
އެއުރެންގެ މިސާލަކީ، އަލިފާންގަނޑެއް ރޯކޮށްގެންތިބި ބަޔެއްގެ މިސާލެވެ. ފަހެ އެ އަލިފާންގަނޑު، އެއުރެންގެ ވަށައިގެންވާތަނަށް އަލިކޮށްލިހިނދު، اللَّه އެއުރެންގެ (އެ އަލިފާންގަނޑުގެ) އަލިކަން ގެންދަވައި އެއުރެންނަށް އެއްޗެއް ނުފެންނަފަދަ އަނދިރިތަކެއްގެ ތެރެޔަށް އެއުރެން ދޫކުރެއްވީއެވެ. (17),އެބައިމީހުންގެ މިސާލަކީ ކަޅު އަނދިރި ފިނިގަދަ ރެއެއްގައި ހީފިލުވުމަށާއި، އަލިކަން ހޯދުމަށް އަލިފާންގަނޑެއް ރޯކުރި މީހެއްގެ މިސާލެވެ. ﴿ فَلَمَّآ أَضَآءَتْ مَا حَوْلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمْ ﴾ ދެން، އެ އަލިފާންގަނޑުން ހީފިލުވައި، ލިބުނު އަލިކަމުން ހިތަށް ވެރިވެފައިވާ ބިރުވެރިކަމާއި ނުތަނަވަސްކަން ފިލައި ދިޔަތަނާ، މާތް الله އެ އަލިފާންގަނޑު ނިއްވާލައްވައެވެ. އަދި އޭގެ އަލިކަން މުޅިން ފިލައިދެއެވެ. ﴿وَتَرَكَهُمْ فِى ظُلُمَـٰتٍ لَّا يُبْصِرُونَ﴾ ދެން އެބައިމީހުން ތިބޭން ޖެހުނީ ކަނު އަނދިރިކަމަކާއި، ބޮޑު ބިރުވެރިކަމެއްގެ ތެރޭގައެވެ. ދާނެ މަގެއް ނުފެނި، ކުރިއަށް ދެވޭނޭ އެއްވެސް ގޮތެއް ނުފެނިފައެވެ. މި މިސާލުގައި ކީރިތި الله މުނާފިޤު މީހާގެ ޙާލަތު ބަޔާންކުރެއްވުމަށް ޖައްސަވާފައި ވަނީ ފިނިގަދަ ކަނު އަނދިރި ރެއެއްގައި ހަނަފަސް ސަހަރާއެއްގައި ގިނިކަންޏާ ދަތުރުކޮށްފައި ދަނިކޮށް މަގު އޮޅި ބިރުވެރިކަން އޭނާގެ މައްޗަށް ވެރިވެފައިވާ ދަތުރުވެރިއެއްގެ މިސާލެވެ. އޭނާ އަލިކަން ހޯދުމަށާއި، ހީފިލުވުމަށާއި، މަގު އެނގޭތޯ ބެލުމަށް އަލިފާން ރޯކުރެއެވެ. އަލިފާންގަނޑު ރަނގަޅަށް އަނދައި، ވަށައިގެން އަލިކަން ފެތުރި، އޭނާގެ ވަށައިގެން އޭނާ އަށް ފެނުނު ތަނާ، ގަދަފަދަ ވަޔެއް ޖެހި، އަލިފާންގަނޑު ނިވިދެއެވެ. އަނެއްކާވެސް، ގޮތް ހުސްވެފައިވާ ޙާލު އޭނާގެ ވަށައިގެން އަނދިރިކަން ވެރިވެއެވެ. މި މިސާލު ޖެއްސެވުމުގެ ފުރިހަމަ ކަމާއެވެ!!,,
(އެއުރެންނީ) ބީރު ބަޔެކެވެ. މަންމަން ބަޔެކެވެ. ކަނު ބަޔެކެވެ. ފަހެ، އެއުރެން (ޙައްޤުގެ މަގަކަށް) ރުޖޫޢައެއް ނުވާނެތެވެ. (18),"އެބައިމީހުންނީ ހެޔޮކަމުގެ މަގަށް ގޮވާ އަޑު، ނީވޭ ބީރު ބައެކެވެ. ފައިދާހުރި ވާހަކަ ދައްކާން ނޭނގޭ މަންމަން ބައެކެވެ. އަދި ތެދު މަގު ފެނި އެމަގުން ހިނގާން ނޭނގޭ ކަނު ބައެކެވެ. އެހެންކަމުން، އެބައިމީހުން އެތިބަ ކަނު ކަމާއި މަގުފުރެދުމުން ޙައްޤު މަގަށް އެބައިމީހުން އެނބުރި އައުމެއް ނެތެވެ. މިއާޔަތުގައި ބީރު، މަންމަން އަދި ކަނު މީހުންގެ ގޮތުގައި އެބައިމީހުން ސިފަކުރުމަށް ބޭނުންކުރެވިފައިވަނީ ""ބަލާޣާތްތެރި ސިފަކުރުމުގެ"" އުސްލޫބެވެ. މިހުރިހާ ޙިއްސުތަކެއް ލިބިގެންވުމާ އެކުވެސް އެބައިމީހުން ވަނީ އެއީ ބޭކާރު އެއްޗަކަށް ހަދާފައެވެ. މިއާޔަތުގައި ކީރިތި الله ވަޙީކުރައްވާފައިވާ ފަދައިންނެވެ. ﴿لَهُمْ قُلُوبٌ لَّا يَفْقَهُونَ بِهَا وَلَهُمْ أَعْيُنٌ لَّا يُبْصِرُونَ بِهَا وَلَهُمْ ءَاذَانٌ لَّا يَسْمَعُونَ بِهَآ ۚ أُو۟لَـٰٓئِكَ كَٱلْأَنْعَـٰمِ بَلْ هُمْ أَضَلُّ﴾ (އެ ހިތްތަކުން (ޙައްޤު ގޮތް) ނުވިސްނޭ ހިތްތަކެއް އެއުރެންނަށްވެއެވެ. އަދި އެ ލޯތަކުން (ޙައްޤު މަގު) ނުދެކޭ ލޯތަކެއް އެއުރެންނަށްވެއެވެ. އަދި އެ ކަންފަތްތަކުން (ޙައްޤު އަޑު) ނާހާ ކަންފަތްތަކެއްވެސް، އެއުރެންނަށްވެއެވެ. އެއުރެން ގެރިބަކަރި ޖަމަލު ފަދައެވެ. އަދި ކިއެއްތަ! އެތަކެއްޗަށް ވުރެވެސް އެއުރެން މަގުފުރެދުންބޮޑެވެ. އެއުރެންނަކީ ހަމަ ޣާފިލުވެގެންވާ ބަޔެކެވެ.)",,
