source,#,bodyAR,bodyDV,takhrij
صحيح ابن حبان,2994,أكثِروا ذِكْرَ هاذمِ اللَّذَّاتِ,ރަސޫލުﷲ ޞައްލަﷲ ޢަލައިޙި ވަސައްލަމަ ޙަދީޘްކުރެއްވިއެވެ. “ލައްޒަތުތައް މެދުކަނޑާލާ ކަންތަކާއި މެދުގައި ތިޔަބައިމީހުން ގިނަގިނައިން ހަނދުމަކުރާށެވެ. (އެބަހީ މަރެވެ),
صحيح ابن حبان,3223,لكلِّ أمَّةٍ فتنةٌ وإنَّ فتنةَ أمَّتي المالُ,ހަމަކަށަވަރުން ކޮންމެ އުއްމަތްތަކަށް ފިތުނައެއް ވެއެވެ، އަދި ތިމަންކަލޭގެފާނުގެ އުއްމަތުގެ ފިތުނައަކީ މުދަލެވެ.,
صحيح ابن حبان,4032,أربعٌ من السعادةِ : المرأةُ الصالحةُ ، والمسكنُ الواسعُ ، والجارُ الصالحُ ، والمركبُ الهنيءُ. أربعٌ من الشَّقاءِ : الجارُ السوءُ ، والمرأةُ السوءُ ، والمركبُ السوءُ ، والمسكنُ الضَّيِّقُ.,އުފާވެރިކަމުގެ ތެރެއިންވާ ހަތަރުކަމެއް ވެއެވެ: ޞާލިޙު އަނބިމީހާ އާއި ތަނަވަސްވެގެންވާ ގެއާއި ހެޔޮ އަވައްޓެރިޔާ އަދި ފަސޭހަވެގެންވާ ސަވާރީއެވެ. ހިތާމައިގެ ތެރެއިންވާ ހަތަރުކަމެއް ވެއެވެ: ނުބައި އަވައްޓެރިޔާ އާއި ނުބައި އަނބިމީހާ އާއި އުނދަގޫވެގެންވާ ސަވާރީ އަދި ދަތި ގެއެވެ.,
صحيح ابن حبان,4500,"عَنْ أَسْمَاءَ بِنْتِ أَبِي بَكْرٍ ـ رضى الله عنهما ـ قَالَتْ تَزَوَّجَنِي الزُّبَيْرُ، وَمَا لَهُ فِي الأَرْضِ مِنْ مَالٍ، وَلاَ مَمْلُوكٍ، وَلاَ شَىْءٍ غَيْرَ نَاضِحٍ، وَغَيْرَ فَرَسِهِ، فَكُنْتُ أَعْلِفُ فَرَسَهُ، وَأَسْتَقِي الْمَاءَ، وَأَخْرِزُ غَرْبَهُ وَأَعْجِنُ، وَلَمْ أَكُنْ أُحْسِنُ أَخْبِزُ، وَكَانَ يَخْبِزُ جَارَاتٌ لِي مِنَ الأَنْصَارِ وَكُنَّ نِسْوَةَ صِدْقٍ، وَكُنْتُ أَنْقُلُ النَّوَى مِنْ أَرْضِ الزُّبَيْرِ الَّتِي أَقْطَعَهُ رَسُولُ اللَّهِ ﷺ عَلَى رَأْسِي، وَهْىَ مِنِّي عَلَى ثُلُثَىْ فَرْسَخٍ، فَجِئْتُ يَوْمًا وَالنَّوَى عَلَى رَأْسِي فَلَقِيتُ رَسُولَ اللَّهِ ﷺ وَمَعَهُ نَفَرٌ مِنَ الأَنْصَارِ فَدَعَانِي ثُمَّ قَالَ "" إِخْ إِخْ "". لِيَحْمِلَنِي خَلْفَهُ، فَاسْتَحْيَيْتُ أَنْ أَسِيرَ مَعَ الرِّجَالِ، وَذَكَرْتُ الزُّبَيْرَ وَغَيْرَتَهُ، وَكَانَ أَغْيَرَ النَّاسِ، فَعَرَفَ رَسُولُ اللَّهِ ﷺ أَنِّي قَدِ اسْتَحْيَيْتُ فَمَضَى، فَجِئْتُ الزُّبَيْرَ فَقُلْتُ لَقِيَنِي رَسُولُ اللَّهِ ﷺ وَعَلَى رَأْسِي النَّوَى، وَمَعَهُ نَفَرٌ مِنْ أَصْحَابِهِ، فَأَنَاخَ لأَرْكَبَ، فَاسْتَحْيَيْتُ مِنْهُ وَعَرَفْتُ غَيْرَتَكَ. فَقَالَ وَاللَّهِ لَحَمْلُكِ النَّوَى كَانَ أَشَدَّ عَلَىَّ مِنْ رُكُوبِكِ مَعَهُ. قَالَتْ حَتَّى أَرْسَلَ إِلَىَّ أَبُو بَكْرٍ بَعْدَ ذَلِكَ بِخَادِمٍ يَكْفِينِي سِيَاسَةَ الْفَرَسِ، فَكَأَنَّمَا أَعْتَقَنِي.",އަސްމާ ބިންތު އަބޫބަކުރު ރަޟިޔަﷲ ޢަންހާގެ ކިބައިން ރިވާވެގެން ވެއެވެ. އެކަމަނާ ވިދާޅުވިއެވެ. ” ޒުބައިރުގެފާނު ތިމަންކަމަނާއާ ކައިވެނި ބައްލަވައިގަތެވެ. އޭރު އެކަލޭގެފާނުގެ އަތްޕުޅުގައި އެއްވެސް އަޅެއް އަދި މުދަލެއްފަދަ އެއްޗެއްވެސް ނުވެއެވެ. އެއީ އެކަލޭގެފާނުގެ ޖަމަލާއި އަސްފިޔަވައެވެ. އެއަހަށް ކާންދީ ފެންދީ ހަދަނީ ތިމަންކަމަނާއެވެ. އަދި އެކަލޭގެފާނުގެ ބާލިދީތައް ވަލުން އަމުނާ ހަދަމެވެ. އަދި ފުށްމޮޑެވެސް ހަދަމެވެ. ނަމަވެސް ރަނގަޅަށް ރޮށިފިހާކަށް ތިމަންކަމަނާއަކަށް އޭރަކު ނޭނގެއެވެ. އެކަން ތިމަންކަމަނާއަށް ކުރިން ކޮށްދެއްވާ އުޅުއްވީ އަންޞާރިއްޔަ ބޭކަނބަލުންގެ ތެރެއިން ތިމަންކަމަނާއަށް ވަރަށް ހެޔޮ ބޭކަނބަލުންތަކެކެވެ. ޒުބައިރުގެފާނު މަސައްކަތްކުރެއްވުމަށް رسول الله ﷺ ދެއްވި ބިމުން ފެށިގެން ތިމަންކަމަނާ އުޅޭ ހިސާބަށް ކަދުރުއޮށްތައް ގެންނަނީ ބޯމަތީގައެވެ. އެއީ ގާތްގަނޑަކަށް ފަރްސަޚެއްގެ ތިންބައިކޮށްފަދެބައެވެ. (ފަރްސަޚަކީ: ގާތްގަނޑަކަށް ފަސްކިލޯމީޓަރެވެ.) އެއްދުވަހަކު ބޯމައްޗަށް ކަދުރު އޮށްތައް ލައިގެން އަންނަނިކޮށް ފަހެ، رسول الله ﷺ އާ ބައްދަލުވެއްޖެއެވެ. އެކަލޭގެފާނުގެ އަރިހުގައި އަންޞާރުންގެ ތެރެއިން ބައެއް ބޭކަލުން ތިއްބެވިއެެވެ. ފަހެ، ތިމަންކަމަނާއަށް އެކަލޭގެފާނު ގޮވާލެއްވުމަށްފަހު ދެން ‘އިޚް އިޚް’ އޭ ޙަދީޘްކުރެއްވިއެވެ. (އެއީ ޖަމަލުމަޑުކުރުވުމަށް ބުނާ ކަލިމައެކެވެ.) އެއީ އެކަލޭގެފާނާއެކު ތިމަންކަމަނާ ގެންދެވުމަށެވެ.(1) ފަހެ، ފިރިހެނުންތަކަކާ އެކީ ދިޔުމަށް ތިމަންކަމަނާ ލަދުވެތިވީމެވެ. އަދި ޒުބައިރުގެފާނުގެ ޣީރަތްތެރިކަން ތިމަންކަމަނާއަށް ހަނދާންވިއެވެ. އެކަލޭގެފާނަކީ ވަރަށް ޣީރަތްތެރި ބޭކަލެކެވެ. ފަހެ، رسول الله ﷺ އަށް ތިމަންކަމަނާ ލަދުގަތީކަން އެނގިވަޑައިގަތުމުން އެކަލޭގެފާނު ވަޑައިގެންފިއެވެ. ޒުބައިރުގެފާނުގެ އަރިހަށްއައިސް ތިމަންކަމަނާ ދަންނަވައިފީމެވެ. އަޅުގަނޑާ رسول الله ﷺ އާ ބައްދަލުވިއެވެ. އޭރު އަޅުގަނޑުގެ ބޯމަތީ ކަދުރުއޮށްތަކެއް ހުއްޓެވެ. އަދި އެކަލޭގެފާނާއެކު އެކަލޭގެފާނުގެ އަޞްޙާބުބޭކަލުން ތިއްބެވިއެވެ. ފަހެ އަޅުގަނޑު ސަވާރުވުމަށްޓަކާ އެކަލޭގެފާނުގެ ޖަމަލުކޮޅު ތިރިކުރެއްވިއެވެ. ނަމަވެސް އަޅުގަނޑު ލަދުވެތިވީއެވެ. އަދި ކަލޭގެފާނުގެ ޣީރަތްތެރިކަން އަޅުގަނޑަށްވަނީ އެނގިފައެވެ.” ފަހެ ޒުބައިރުގެ ފާނު ވިދާޅުވިއެވެ. “ﷲގަންދީ ހުވާކޮށްފައި ބުނަމެވެ. އެކަލޭގެފާނާ އެކު އައުމަށްވުރެ ކަމަނާގެ ބޯމަތީގައި ކަދުރުއޮށްތައް އުފުލައިގެން އައުން ތިމަންކަލޭގެފާނަށް މާބޮޑެވެ.” ދެން އެކަމަނާ ވިދާޅުވިއެވެ. “އެއަށްފަހު އަބޫބަކުރުގެފާނު ތިމަންނައަށް ޚާދިމަކު ފޮނުވައިދެއްވިއެވެ. އޭގެ ފަހުން އަސްތައް ބަލަހައްޓަން ތިމަންނައަށް ނުޖެހެއެވެ. ފަހެ އޭގެ ސަބަބުން ތިމަން އަޅުވެތިކަމަކުން މިނިވަންވިފަދައެވެ.”,
صحيح ابن حبان,4603,عَنْ أَبِي هُرَيْرَة رَضِيَ الله عَنْهُ أَنَّهُ كَانَ فِي الرِّبَاطِ فَفَزَعُوا إِلَى السَّاحِلِ ثُمَّ قِيْلَ لاَ بَأسَ فَانْصَرَفَ النَّاسُ وَوَقَفَ أَبُو هُرَيْرَة فَمَرَّ بِهِ إِنْسَانٌ فَقَالَ مَا يُوَقِّفُكَ يَا أَبَا هُرَيرَة فَقَالَ سَمِعْتُ رَسُوْلَ الله صَلَّى الله عَلَيْهِ وَسَلَّمَ يَقُوْلُ (مَوقِفُ ساعةٍ في سَبيلِ اللهِ خَيرٌ من قِيامِ لَيلَةِ القَدْرِ عند الحَجَرِ الأسْوَدِ),"އަބޫ ހުރައިރާ ރަޟިޔަﷲ އަންހުގެ އަރިހުން ރިވާވެގެންވެއެވެ. އެކަލޭގެފާނު ޖިހާދުގެ މައިދާނުގައި(ރިބާޠުގައި) ވަނިކޮށް މީސްތަކުން (ކޯރެއްގެ)އައްސޭރިފަށަށް ނުކުމެޖެއްއެވެ. އެޔަށްފަހު މައްސަލައެއް ނެތްކަމަށް ބުނެވިއްޖެއެވެ. ދެން މީސްތަކުން އަނބުރާގޮސްފިއެވެ. އަދި އަބޫ ހުރައިރާ ރަޟިޔަﷲ އަންހު އެތަނުގައި ހުއްޓިވަޑައިގެން ހުންނެވިއެވެ. އަދި މީހަކު އެތަނުން އެކަލޭގެފާނު ހުރަސްކުރިއެވެ. ދެންނެވިއެވެ. އޭ އަބޫ ހުރައިރާއެވެ. ކަލޭގެފާނު ހުއްޓިވަޑައިގެން ތިހުންނެވީ ކޮންކަމަކާތޯއެވެ؟ އަބޫ ހުރައިރާ ރަޟިޔަﷲ ޢަންހު ދެންނެވިއެވެ. ރަސޫލުﷲ ﷺ ޙަދީޘްކުރައްވާ އަޑު ތިމަންކަލޭގެފާނު އެއްސެވީމެވެ. ""ﷲގެ މަގުގައި ގަޑިއެއްހާއިރު ހުއްޓިހުރުން، ލައިލަތުލް ގަދުރިވިލޭރޭ ހަޖަރުލް އަސްވަދުގެ ކައރީގައި ރޭއަޅުކަމުގައި ހުރުމަށްވުރެ ހެޔޮވެގެންވެއެވެ.""",
صحيح ابن حبان,4868,أَخْبَرَنَا الْعَبَّاسُ بْنُ أَحْمَدَ بْنِ حَسَّانَ السَّامِيُّ بِالْبَصْرَةِ، حَدَّثَنَا الصَّلْتُ بْنُ مَسْعُودٍ الْجَحْدَرِيُّ حَدَّثَنَا عُمَرُ بْنُ عَلِيٍّ حَدَّثَنَا يَحْيَى بْنُ سَعِيدٍ عَنْ مُحَمَّدِ بْنِ إِبْرَاهِيمَ عَنْ عَلْقَمَةَ بْنِ وَقَّاصٍ عَنْ عُمَرَ بْنِ الْخَطَّابِ رَضِيَ اللهُ عَنْهُ، قَالَ: قَالَ رَسُولُ اللهِ ﷺ: الْأَعْمَالُ بِالنِّيَّاتِ وَلِكُلِّ امْرِئٍ مَا نَوَى، فَمَنْ كَانَتْ هِجْرَتُهُ إِلَى اللهِ وَرَسُولِهِ فَهِجْرَتُهُ إِلَى اللهِ وَرَسُولِهِ، وَمَنْ كَانَتْ هِجْرَتُهُ لِدُنْيَا يُصِيبُهَا، أَوِ امْرَأَةٍ يَتَزَوَّجُهَا، فَهِجْرَتُهُ إِلَى مَا هَاجَرَ إِلَيْهِ.,ޢުމަރު ބިން އަލްޚައްޠާބު رَضِيَ اللَّهُ عَنْهُ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”އަމަލުތައް ބިނާ ވަނީ ނިޔަތްތަކުގެ މައްޗަށެވެ. އަދި ކޮންމެ މީހަކަށް ވަނީ، އެ މީހަކު ނިޔަތް ގަތް ކަމެކެވެ. ވީމާ، މީހަކު ހިޖުރަ ކުރީ ﷲ އާއި އެ އިލާހުގެ ރަސޫލާއަށްޓަކައި ނަމަ، ފަހެ އޭނާގެ ހިޖުރަ ވަނީ ﷲ އާއި އެ އިލާހުގެ ރަސޫލާއަށެވެ. އަދި މީހަކު ހިޖުރަ ކުރީ ދުނިޔެ ހޯދުމަށް ނުވަތަ އަންހެނަކާ އިނުމަށް ކަމުގައި ވަނީ ނަމަ، ފަހެ އެ މީހެއްގެ ހިޖުރަ ވަނީ، އޭނާ އެ ހިޖުރަ ކުރި ކަމަކަށެވެ.“,b1
صحيح ابن حبان,4950,الْوَلَاءُ لُحْمَةٌ كَلُحْمَةِ النَّسَبِ,"""އަޅުން މިނިވަން ކުރުމުގެ ސަބަބުން، އެއަޅުކަލޭގެއާއި މިނިވަންކުރި ފަރާތާ ދެމެދު އުފެދޭ ވަލާއުގެ ގުޅުމަކީ ނަސަބުގެ ގުޅުންފަދަ ގުޅުމެކެވެ.""",
صحيح ابن حبان,5753,سيكونُ في آخِرِ أمَّتي رجالٌ يركَبونَ على سُروجٍ كأشباهِ الرِّحالِ ينزِلونَ على أبوابِ المساجدِ نساؤُهم كاسياتٌ عارياتٌ على رؤوسِهنَّ كأسنمةِ البُخْتِ العِجافِ، الْعَنُوهُنَّ فإنَّهنَّ ملعوناتٌ لو كان وراءَكم أمَّةٌ مِن الأممِ خدَمهنَّ نساؤُكم كما خدَمكم نساءُ الأممِ قبْلَكم,“ތިމަންކަލޭގެފާނުގެ އުއްމަތުގެ ފަހުކޮޅުގައި ދަތުރުގެ ސަވާރީ ތަކަކަށް ސަވާރުވެގެން އަންނަ ފިރިހެނުންތަކެއް ވާނެއެވެ. އެބައިމީހުން މިސްކިތްތަކުގެ ދޮރުކޮޅުތައް ކައިރިއަށް ފައިބައެވެ. އެމީހުންގެ އަންހެނުންނީ ހެދުންލައިގެން އޮރިޔާމުން ތިބޭ ބައެކެވެ. އެކަނބަލުންގެ ބޯތައް ޖަމަލުތަކެއްގެ ގޮންގަނޑުތައް ފަދައެވެ. ތިޔަބައިމީހުން އެކަނބަލުންނަށް ލަޢުނަތް ދޭށެވެ. ފަހެ އެކަނބަލުންނީ ލަޢުނަތް ދެވިގެންވާ ބައެކެވެ. ތިޔަބައިމީހުންގެ އުއްމަތުގެ ފަހުން އުއްމަތެއް ވާނެނަމަ، އެބައިމީހުންގެ އަންހެން ކަނބަލުންނަށް ތިޔަބައިމީހުންގެ އަންހެން ކަނބަލުން ޚިދުމަތް ކުރާނެކަން ކަށަވަރެވެ. (އެބަހީ: ޚާދިމުން ކަމުގައި ވާނެއެވެ.) ތިޔަބައިމީހުންގެ ކުރީގެ އުއްމަތްތަކުގެ ކަނބަލުން ތިޔަބައިމީހުންނަށް ޚިދުމަތް ކުރިފަދައިންނެވެ.”,
صحيح ابن حبان,6040,إذا اقتَرَب الزَّمانُ لَمْ تكَدْ رؤيا المؤمنِ تكذِبُ وأصدَقُهم رؤيا أصدَقُهم حديثًا والرُّؤيا جزءٌ مِن خمسةٍ وأربعينَ جزءًا مِن النُّبوَّةِ,“ޒަމާން ކައިރި ވެއްޖައުމުން؛ މުސްލިމު މީހާގެ ހުވަފެން ދޮގެއް ނުވާނެއެވެ. އަދި އެބައިމީހުންކުރެ އެންމެ ތެދުހުވަފެން [ފެންނަ މީހާއީ] އެބައިމީހުންގެ ތެރެއިން އެންމެ ހެޔޮ ވާހަކަ ދައްކާ މީހާއެވެ. މުސްލިމު މީހާގެ ހުވަފެނަކީ ނަބީކަމުގެ ސާޅީސް ފަސްބައިކުޅައިން ބައެކެވެ.”,
صحيح ابن حبان,6086,أَخْبَرَنَا مُحَمَّدُ بْنُ الْحَسَنِ بْنِ قُتَيْبَةَ ، قَالَ : حَدَّثَنَا حَرْمَلَةُ بْنُ يَحْيَى ، قَالَ : حَدَّثَنَا ابْنُ وَهْبٍ ، قَالَ : أَخْبَرَنِي حَيْوَةُ بْنُ شُرَيْحٍ ، أَنَّ خَالِدَ بْنَ عُبَيْدٍ الْمَعَافِرِيَّ ، حَدَّثَهُ عَنْ مِشْرَحِ بْنِ هَاعَانَ ، أَنَّهُ سَمِعَ عُقْبَةَ بْنَ عَامِرٍ ، يَقُولُ : سَمِعْتُ رَسُولَ اللهِ - صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ - يَقُولُ : مَنْ عَلَّقَ تَمِيمَةً فَلَا أَتَمَّ اللهُ لَهُ ، وَمَنْ عَلَّقَ وَدَعَةً فَلَا وَدَعَ اللهُ لَهُ .,"ރަސޫލާ ﷺ ޙަދީޘްކުރެއްވިއެވެ. (مَنْ عَلَّقَ تَمِيمَةً فَقَدْ أَشْرَكَ.) މާނައީ: ""ތަވީދެއް އެލުވައިފި މީހާ ފަހެ ޝަރީކުކޮށްފިއެވެ."" رواه أحمد: 17422",
صحيح ابن حبان,6105,ألَا برَّكْتَ,އޭނާއަށްޓަކައި ﷲ ބަރަކާތްލެއްވުން އެދި ދުއާ ނުކުރަނީ ކީއްވެ ހެއްޔެވެ؟,
صحيح ابن حبان,6218,عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ، عَنْ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَنَّهُ قَالَ: «قَالَ مُوسَى: يَا رَبِّ عَلِّمْنِي شَيْئًا أَذْكُرُكَ بِهِ، وَأَدْعُوكَ بِهِ، قَالَ: قُلْ يَا مُوسَى: لَا إِلَهَ إِلَّا اللَّهُ، قَالَ: يَا رَبِّ كُلُّ عِبَادِكَ يَقُولُ هَذَا، قَالَ: قُلْ لَا إِلَهَ إِلَّا اللَّهُ، قَالَ: إِنَّمَا أُرِيدُ شَيْئًا تَخُصُّنِي بِهِ، قَالَ: يَا مُوسَى لَوْ أَنَّ أَهْلَ السَّمَاوَاتِ السَّبْعِ وَالْأَرَضِينَ السَّبْعِ فِي كِفَّةٍ، وَلَا إِلَهَ إِلَّا اللَّهُ فِي كِفَّةٍ، مَالَتْ بِهِمْ لَا إِلَهَ إِلَّا اللَّهُ»,"އަބޫ ސައީދުލް ޚުދްރީ ރަޟިޔަﷲ ޢަންހުގެ ކިބައިން ރިވާވެގެންވެއެވެ. ރަސޫލުﷲ ﷺ ޙަދީޘްކުރެއްވިއެވެ. : ""މޫސާގެފާނު ދެންނެވިއެވެ. އޭ ރައްބެވެ. މިއަޅާއަށް އިބަﷲގެ މަތިން ޒިކުރުކުރާނެ އަދި އެއިން ދުއާކުރާނެ ކަލިމައެއް އުގަންނަވައިދެއްވާށެވެ. ﷲ ވަހީކުރެއްވިއެވެ. އޭ މޫސާއެވެ. لَا إِلَهَ إِلَّا اللَّهُ ކިޔާށެވެ. މޫސާގެފާނު ދެންނެވިއެވެ. އޭ ރައްބެވެ. އިބައިލާހުގެ ހުރިހާ އަޅުން ތިޔަ ކަލިމަ ކިޔައެވެ. ﷲ ވަހީކުރެއްވިއެވެ. ""އޭ މޫސާއެވެ. ތަރާދުގެ އެއްފަޅީގައި ހަތްއުޑާއި ހަތްބިން އޮވެފައި އަނެއްފަޅީގައި لَا إِلَهَ إِلَّا اللَّهُ އޮވެއްޖެނަމަ، لَا إِلَهَ إِلَّا اللَّهُ އޮތްފަޅިޔަށް ބުރަވާނެއެވެ""",
صحيح ابن حبان,7219,"""إِنَّ اللَّهَ تَجَاوَزَ عَنْ أُمَّتِي الْخَطَأَ، وَالنِّسْيَانَ، وَمَا اسْتُكْرِهُوا عَلَيْهِ""","""ގަޞްދެއްނެތި ކުރެވޭ ކުށްތަކާއި، ހަނދާންނެތިގެން ކުރެވޭ ކުށްތައް އަދި ގަދަކަމުން ކުރުވާކަންތަކުގެ ފާފަ ތިމަން ކަލޭގެފާނުގެ އުއްމަތަށް ﷲ މަޢާފްކޮށްދެއްވިކަން ކަށަވަރެވެ.""",
صحيح ابن خزيمة,135,السواكُ مَطْهَرَةٌ للفَمِ ، مَرضاةٌ للرَّبِّ .,ދަތްއުނގުޅުމަކީ އަނގަ ޠާހިރުކޮށްދީ، ރައްބުގެ ރުއްސެވުން ލިބޭނޭކަމެކެވެ.,
صحيح ابن خزيمة,142,أَخْبَرَنَا أَبُو طَاهِرٍ، قَالَ: حَدَّثَنَا أَبُو بَكْرٍ، قَالَ: حَدَّثَنَا يَحْيَى بْنُ حَبِيبٍ الْحَارِثِيُّ، وَأَحْمَدُ بْنُ عَبْدَةَ الضَّبِّيُّ قَالَا: حَدَّثَنَا حَمَّادُ بْنُ زَيْدٍ، عَنْ يَحْيَى بْنِ سَعِيدٍ، عَنْ مُحَمَّدِ بْنِ إِبْرَاهِيمَ، عَنْ عَلْقَمَةَ بْنِ وَقَّاصٍ اللَّيْثِيِّ قَالَ: سَمِعْتُ عُمَرَ بْنَ الْخَطَّابِ يَقُولُ: سَمِعْتُ رَسُولَ اللهِ - ﷺ - يَقُولُ: إِنَّمَا الْأَعْمَالُ بِالنِّيَّةِ وَإِنَّمَا لِامْرِئٍ مَا نَوَى، فَمَنْ كَانَتْ هِجْرَتُهُ إِلَى اللهِ وَإِلَى رَسُولِهِ فَهِجْرَتُهُ إِلَى اللهِ وَإِلَى رَسُولِهِ، وَمَنْ كَانَتْ هِجْرَتُهُ إِلَى دُنْيَا يُصِيبُهَا أَوِ امْرَأَةٍ يَتَزَوَّجُهَا فَهِجْرَتُهُ إِلَى مَا هَاجَرَ إِلَيْهِ. لَمْ يَقُلْ أَحْمَدُ: وَإِنَّمَا لِامْرِئٍ مَا نَوَى.,ޢުމަރު ބިން އަލްޚައްޠާބު رَضِيَ اللَّهُ عَنْهُ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވަނިކޮށް ތިމަން އަޑު އެހީމެވެ: ”ނިޔަތުގެ މައްޗަށް މެނުވީ އަމަލުތައް ބިނާ ވެގެނެއް ނުވެއެވެ. އަދި މީހަކަށް ވަނީ، އެ މީހަކު ނިޔަތް ގަތް ކަމެކެވެ. ވީމާ، މީހަކު ހިޖުރަ ކުރީ ﷲ އަށް އަދި އެ އިލާހުގެ ރަސޫލާއަށްޓަކައި ނަމަ، ފަހެ އޭނާގެ ހިޖުރަ ވަނީ ﷲ އަށް އަދި އެ އިލާހުގެ ރަސޫލާއަށެވެ. އަދި މީހަކު ހިޖުރަ ކުރީ ދުނިޔެ ހޯދުމަށް ނުވަތަ އަންހެނަކާ އިނުމަށް ކަމުގައި ވަނީ ނަމަ، ފަހެ އެ މީހެއްގެ ހިޖުރަ ވަނީ، އޭނާ އެ ހިޖުރަ ކުރި ކަމަކަށެވެ.“,b1
صحيح ابن خزيمة,143,أَخْبَرَنَا أَبُو طَاهِرٍ، قَالَ: حَدَّثَنَا أَبُو بَكْرٍ، قَالَ: حَدَّثَنَا مُحَمَّدُ بْنُ الْوَلِيدِ، قَالَ: حَدَّثَنَا عَبْدُ الْوَهَّابِ - يَعْنِي ابْنَ عَبْدِ الْمَجِيدِ الثَّقَفِيَّ - قَالَ: سَمِعْتُ يَحْيَى بْنَ سَعِيدٍ يَقُولُ: أَخْبَرَنِي مُحَمَّدُ بْنُ إِبْرَاهِيمَ، أَنَّهُ سَمِعَ عَلْقَمَةَ بْنَ وَقَّاصٍ اللَّيْثِيَّ يَقُولُ: سَمِعْتُ عُمَرَ بْنَ الْخَطَّابِ يَقُولُ: سَمِعْتُ رَسُولَ اللهِ - ﷺ - يَقُولُ: الْأَعْمَالُ بِالنِّيَّةِ، وَإِنَّمَا لِامْرِئٍ مَا نَوَى.,ޢުމަރު ބިން އަލްޚައްޠާބު ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވަނިކޮށް ތިމަން އަޑު އެހީމެވެ: ”އަމަލުތައް ބިނާ ވަނީ ނިޔަތުގެ މައްޗަށެވެ. އަދި މީހަކަށް ވަނީ، އެ މީހަކު ނިޔަތް ގަތް ކަމެކެވެ.“,b1
صحيح ابن خزيمة,308,"أَخْبَرَنَا أَبُو طَاهِرٍ، قَالَ: حَدَّثَنَا أَبُو بَكْرٍ، قَالَ: حَدَّثَنَا مُحَمَّدُ بْنُ يَحْيَى، قَالَ: حَدَّثَنَا رَوْحُ بْنُ عُبَادَةَ، عَنْ حَنْظَلَةَ قَالَ: سَمِعْتُ عِكْرِمَةَ بْنَ خَالِدِ بْنِ الْعَاصِ يُحَدِّثُ طَاوُسًا:
أَنَّ رَجُلًا قَالَ لِعَبْدِ اللهِ بْنِ عُمَرَ: أَلَا تَغْزُو؟ فَقَالَ عَبْدُ اللهِ بْنُ عُمَرَ: إِنِّي سَمِعْتُ رَسُولَ اللهِ - ﷺ - يَقُولُ: بُنِيَ الْإِسْلَامُ عَلَى خَمْسٍ: شَهَادَةِ أَنْ لَا إِلَهَ إِلَّا اللهُ، وَإِقَامِ الصَّلَاةِ، وَإِيتَاءِ الزَّكَاةِ، وَصِيَامِ رَمَضَانَ، وَحَجِّ الْبَيْتِ "".",ޢަބްދު ﷲ ބިން ޢުމަރަށް މީހަކު ދެންނެވިއެވެ: ތިބާ (ﷲ ގެ މަގުގައި ޖިހާދު ކުރުމަށް) ޣަޒްވާއަކަށް ނުނިކުންނަމުތޯއެވެ؟ ޢަބްދު ﷲ ބިން ޢުމަރު ވިދާޅުވިއެވެ: ހަމަކަށަވަރުން ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވަނިކޮށް ތިމަން އަޑު އެހީމެވެ: ”އިސްލާމް (ދީން) ބިނާވެގެން ވަނީ ފަސް ކަމެއްގެ މައްޗަށެވެ. އެއީ ﷲ ފިޔަވައި އެހެން އެއްވެސް އިލާހަކު ނުވާކަމަށް ހެކިވުމާއި، ނަމާދު ގާއިމު ކުރުމާއި، (މުދަލު) ޒަކާތް ދިނުމާއި، ރަމަޟާން މަހުގެ ރޯދަ ހިފުމާއި، ގެފުޅަށް ގޮސް ޙައްޖުވުމެވެ.“,b8
