bodyAR,bodyDV
[21]أخرجه مسلم برقم: (977).,[21] މި ޙަދީޘް ނެރުއްވީ މުސްލިމް ނަމްބަރު 977 ގައެވެ.
وقد دل على فضل السلام على النبي ﷺ بعد موته قوله: ﷺ:,އަދި ނަބިއްޔާ ﷺ އަވަހާރަވުމަށްފަހު، އެކަލޭގެފާނުގެ މައްޗަށް ސަލާމްލެއްވުމަށް ދެންނެވުމުގެ މާތްކަމުގެ މައްޗަށް، އެކަލޭގެފާނު ﷺ ގެ މި ބަސްފުޅު ދަލީލުކުރިއެވެ:
«مَا مِنْ أَحَدٍ يُسَلِّمُ عَلَيَّ، إِلَّا رَدَّ اللهُ عَزَّ وَجَلَّ إِلَيَّ رُوحِي حَتَّى أَرُدَّ عَلَيْهِ السَّلَامَ»[22].,"""އެއްވެސް މީހަކު ތިމަންކަލޭގެފާނާ ސަލާމްކޮށްފިނަމަ؛ އޭނާއަށް ސަލާމްގެ ޖަވާބުދެއްވުމަށްޓަކައި ތިމަންކަލޭގެފާނުގެ ފުރާނަފުޅު ތިމަންކަލޭގެފާނަށް ﷲ ޢައްޒަ ވަޖައްލަ އަނބުރާ ރައްދުކުރައްވައިގެން މެނުވީ ނުވެއެވެ."" [22]."
[22]أخرجه أحمد، في المسند برقم: (10815)، بإسناد حسن.,[22] މި ޙަދީޘް ނެރުއްވީ އަޙްމަދު، މުސްނަދު (10815) ގައި، ޙަސަނު ސަނަދަކުންނެވެ.
* ولا يشـرع للنساء زيارة قبره ﷺ ولا قبر غيره من المسلمين، فإن زيارة القبور مشـروعة في حق الرجال، أما النساء فنهين عن زيارة القبور، فعن ابن عباس رضي الله عنهما قال:,* އަދި އަންހެނުން އެކަލޭގެފާނު ﷺ ގެ ޤަބުރުކޮޅަށް، އަދި އެނޫން މުސްލިމުންގެ ޤަބުރަކަށްވެސް ޒިޔާރަތްކުރުން ޝަރުޢުވެގެން ނުވެއެވެ. ފަހެ ހަމަކަށަވަރުން ޤަބުރުތަކަށް ޒިޔާރަތްކުރުން ޝަރުޢުވެގެންވަނީ ފިރިހެނުންނަށެވެ. ދެންފަހެ އަންހެނުން ޤަބުރުތަކަށް ޒިޔާރަތްކުރުމުން ވަނީ ނަހީކުރެވިފައެވެ. އެގޮތުން އިބްނު ޢައްބާސް رضي الله عنهما ވިދާޅުވިއެވެ:
«لَعَنَ رَسُولُ اللَّهِ ﷺ زَائِرَاتِ القُبُورِ، وَالمُتَّخِذِينَ عَلَيْهَا المَسَاجِدَ وَالسُّرُجَ»[23]،,«ޤަބުރުތަކަށް ޒިޔާރަތްކުރާ އަންހެނުންނަށާއި، އަދި އެ ޤަބުރުތަކުގެ މަތީގައި މިސްކިތްތަކާއި ބައްތިތައް ހަދާ މީހުންނަށް ﷲ ގެ ރަސޫލާ ﷺ ލަޢުނަތް ލެއްވިއެވެ»[23]،
وعن أبي هريرة رضي الله عنه:,އަދި އަބޫ ހުރައިރާ رضي الله عنه ގެ އަރިހުން ރިވާވެގެންވެއެވެ:
«أَنَّ رَسُولَ اللَّهِ ﷺ لَعَنَ زَوَّارَاتِ القُبُورِ»[24].,«ހަމަކަށަވަރުން ﷲ ގެ ރަސޫލާ ﷺ، ޤަބުރުތަކަށް ގިނަގިނައިން ޒިޔާރަތްކުރާ އަންހެނުންނަށް ލަޢުނަތް ލެއްވިއެވެ.»[24].
[23]أخرجه أبو داود، برقم: (3236) والترمذي برقم: (320)، والنسائي برقم: (2043).,[23] މި ޙަދީޘް ނެރުއްވީ އަބޫ ދާވޫދު، ނަމްބަރު (3236) ގައި، އަދި އައް-ތިރްމިޛީ، ނަމްބަރު (320) ގައި، އަދި އައް-ނަސާއީ، ނަމްބަރު (2043) ގައެވެ.
[24]أخرجه الترمذي برقم: (1056)، وابن ماجه برقم: (1576)، بإسناد حسن.,[24] މި ޙަދީޘް ނެރުއްވީ އައް-ތިރްމިޛީ، ނަމްބަރު 1056 ގައެވެ. އަދި އިބްނު މާޖާ، ނަމްބަރު 1576 ގައި، ޙަސަން ސަނަދަކުންނެވެ.
* ولا يجوز شد الرحال لزيارة قبر النبي ﷺ بأن ينوي بسفره زيارة القبر فقط، وإنما ينوى بسفره زيارة المسجد والصلاة فيه، فإذا استقر في المدينة شُرِعَ له زيارة القبر، كما يشـرع لساكني المدينة من أهلها؛ لقول النبي ﷺ:,* އަދި އޭނާގެ ދަތުރުން ހަމައެކަނި ޤަބުރުކޮޅަށް ޒިޔާރަތްކުރުމަށް ނިޔަތްގަނެގެން، ނަބިއްޔާ ﷺ ގެ ޤަބުރުކޮޅަށް ޒިޔާރަތްކުރުމަށްޓަކައި ދަތުރުހަދައިގެން ދިޔުން ހުއްދަވެގެން ނުވެއެވެ. އެކަމަކު އޭނާގެ ދަތުރުން ނިޔަތްގަންނަ ހުށީ، މިސްކިތަށް ޒިޔާރަތްކުރުމަށާއި އަދި އެތާނގައި ނަމާދުކުރުމަށެވެ. ދެން އޭނާ މަދީނާގައި ޤަރާރުވެއްޖެ ހިނދު، އޭނާއަށް ޤަބުރުކޮޅަށް ޒިޔާރަތްކުރުން ޝަރުޢުވެގެންވެއެވެ. އެއީ މަދީނާގެ އަހުލުވެރިންގެ ތެރެއިން، އެތާނގެ ވަޒަންވެރިންނަށް އެކަން ޝަރުޢުވެގެންވާ ފަދައިންނެވެ. ނަބިއްޔާ ﷺ ގެ މި ބަސްފުޅަށްޓަކައެވެ:
«لَا تُشَدُّ الرِّحَالُ إِلَّا إِلَى ثَلَاثَةِ مَسَاجِدَ: مَسْجِدِي هَذَا، وَمَسْجِدِ الحَرَامِ، وَمَسْجِدِ الأَقْصَى»[25].,"""ތިން މިސްކިތަކަށްޓަކައި މެނުވީ ދަތުރުހަދައިގެން ނުދެވޭނެއެވެ: ތިމަންކަލޭގެފާނުގެ މި މިސްކިތްކޮޅާއި، މަސްޖިދުލް-ޙަރާމްއާއި، އަދި މަސްޖިދުލް-އަޤްޞާއެވެ.""[25]."
[25]أخرجه البخاري برقم: (1189)، مسلم برقم: (1397) واللفظ له.,[25] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 1189 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 1397 ގައެވެ. އަދި މިލަފްޒުވަނީ މުސްލިމްއަށެވެ.
الآداب المشـروعة عند زيارة قبر النبيِّ ﷺ وقبري صاحبيه رضي الله عنهما .,ނަބިއްޔާ ﷺ ގެ ޤަބުރުފުޅަށާއި، އެކަލޭގެފާނުގެ ދެ ޞަޙާބީން رضي الله عنهما ގެ ޤަބުރުކޮޅަށް ޒިޔާރަތްކުރާހިނދު ޝަރުޢުވެގެންވާ އަދަބުތައް.
يقف الزائر أمام قبر النبي ﷺ مستقبلًا للقبر، ثم يسلم على النبي ﷺ بأدب وخفض صوت، فيقول: (السلامُ عليك يا رسول الله، ورحمة الله وبركاته)، وإن زاد على ذلك وقال: (أشهد أنك قد بلغت الرسالة، وأديت الأمانة، ونصحت الأمة، وجاهدت في الله حق الجهاد) فلا حرج في ذلك؛ لأن هذا كله حق.,"ޒިޔާރަތްކުރާ މީހާ ނަބިއްޔާ ﷺ ގެ ޤަބުރުކޮޅުގެ ކުރިމަތީގައި، އެ ޤަބުރުކޮޅަށް ކުރިމަތިލައިގެން ހުއްޓޭނީއެވެ. ދެން އަދަބުވެރިކަމާއި އަޑު މަޑުކުރުމާއެކު، މިހެން ކިޔަމުން ނަބިއްޔާ ﷺ ގެ މައްޗަށް ސަލާމްގޮވާނީއެވެ: ""السلامُ عليك يا رسول الله، ورحمة الله وبركاته"" (މާނައީ: އޭ ﷲ ގެ ރަސޫލާއެވެ! ކަލޭގެފާނުގެ މައްޗަށް ސަލާމް ހުއްޓެވެ. އަދި ﷲ ގެ ރަޙްމަތާއި އެ އިލާހުގެ ބަރަކާތްތައް ހުއްޓެވެ.). އަދި އޭގެ އިތުރަށް މިފަދައިން ބުނެފިނަމަ: ""أشهد أنك قد بلغت الرسالة، وأديت الأمانة، ونصحت الأمة، وجاهدت في الله حق الجهاد"" (މާނައީ: ހަމަކަށަވަރުން ކަލޭގެފާނު ރިސާލަތު ފޯރުކޮށްދެއްވައި، އަމާނާތް އަދާކުރައްވައި، އުއްމަތަށް ނަޞޭޙަތްތެރިވެވަޑައިގެން، ﷲ ގެ މަގުގައި ޙައްޤު ޖިހާދުން ޖިހާދުކުރެއްވިކަމަށް އަޅު ހެކިވަމެވެ.) ފަހެ އެކަމުގައި މައްސަލައެއް ނެތެވެ. އެހެނީ މި ހުރިހާ ކަމަކީވެސް ޙައްޤުކަމުގައިވާތީއެވެ."
ثم يخطو خطوةً عن يمينه ليكون مستقبلًا قبر أبي بكر الصديق رضي الله عنه فيقول: (السلام عليك يا أبا بكر الصديق، السلام عليك يا خليفة رسول الله ﷺ رضي الله عنك وأرضاك، وجزاك عن أمة محمد ﷺ خيرًا).,ދެން އަބޫބަކުރު އައް-ޞިއްދީޤު رضي الله عنه ގެ ޤަބުރުފުޅަށް ކުރިމަތިލައިގެން ވުމަށް ކަނާތްފަރާތަށް ފިޔަވަޅެއް އަޅާފައި ދެން މިހެން ކިޔާނީއެވެ: (السلام عليك يا أبا بكر الصديق، السلام عليك يا خليفة رسول الله ﷺ رضي الله عنك وأرضاك، وجزاك عن أمة محمد ﷺ خيرًا) (މާނައީ: އޭ އަބޫބަކުރު އައް-ޞިއްދީޤެވެ! ކަލޭގެފާނުގެ މައްޗަށް ސަލާމް ހުއްޓެވެ. އޭ ﷲ ގެ ރަސޫލާ ﷺ ގެ ޚަލީފާއެވެ! ކަލޭގެފާނުގެ މައްޗަށް ސަލާމް ހުއްޓެވެ. ﷲ ކަލޭގެފާނަށް ރުއްސުންލައްވައި، އަދި ކަލޭގެފާނު ރުއްސަވައިދެއްވާށިއެވެ. އަދި މުޙައްމަދު ﷺ ގެ އުއްމަތުގެ ފަރާތުން ކަލޭގެފާނަށް ހެޔޮ ޖަޒާ ދެއްވާށިއެވެ.)
ثم يخطو خطوةً عن يمينهِ ليكونَ مستقبلًا قبر عُمَرَ بن الخطاب رضي الله عنه فيقول: (السلامُ عليك يا عمر الفاروق رضي الله عنك وأرضاك، وجزاك عن أمة محمد ﷺ خيرًا).,"ދެން ޢުމަރު ބްނު އަލް-ޚައްޠާބު رضي الله عنه ގެ ޤަބުރުފުޅަށް ކުރިމަތިލައިގެން ވުމަށް ކަނާތަށް ފިޔަވަޅެއް އަޅާފައި މިހެން ކިޔާނީއެވެ: (السلامُ عليك يا عمر الفاروق رضي الله عنك وأرضاك، وجزاك عن أمة محمد ﷺ خيرًا) (މާނައީ: ""އޭ ޢުމަރު އަލް-ފާރޫޤެވެ! ކަލޭގެފާނުގެ މައްޗަށް ސަލާމް ހުއްޓެވެ. ﷲ ތަޢާލާ ކަލޭގެފާނަށް ރުއްސަވާ، އަދި ކަލޭގެފާނު ރުއްސަވާށިއެވެ. އަދި މުޙައްމަދު ﷺ ގެ އުއްމަތުގެ ފަރާތުން ﷲ ތަޢާލާ ކަލޭގެފާނަށް ހެޔޮ ޖަޒާ ދެއްވާށިއެވެ."")"
وكان ابن عمر رضي الله عنهما إذا قدم من سفر أتى قبر النبي ﷺ فقال:,އަދި އިބްނު ޢުމަރު رضي الله عنهما، ދަތުރުފުޅަކުން ވަޑައިގަންނަވާ ހިނދު، ނަބިއްޔާ ﷺ ގެ ޤަބުރުފުޅު ދޮށަށް ވަޑައިގަންނަވައި ވިދާޅުވެއެވެ:
«السلام عليك يا رسول الله، السلام عليك يا أبا بكر، السلام عليك يا أبتاه، ثم ينصرف»[26].,"«السلام عليك يا رسول الله، السلام عليك يا أبا بكر، السلام عليك يا أبتاه»
 މާނައީ: ""އޭ ﷲ ގެ ރަސޫލާއެވެ! ކަލޭގެފާނުގެ މައްޗަށް ސަލާމްހުއްޓެވެ. އޭ އަބޫބަކުރެވެ! ކަލޭގެފާނުގެ މައްޗަށް ސަލާމްހުއްޓެވެ. އޭ ބައްޕާފުޅާއެވެ! ކަލޭގެފާނުގެ މައްޗަށް ސަލާމްހުއްޓެވެ."" 
 ދެން އެކަލޭގެފާނު އެނބުރި ވަޑައިގަންނަވަނީއެވެ."" [26]."
[26]أخرجه البيهقي في السنن الكبرى برقم: (10271)، بسندٍ صحيح.,[26] މި ޙަދީޘް ނެރުއްވީ އަލް-ބައިހަޤީ އައް-ސުނަނުލް-ކުބްރާގައި، ނަމްބަރު (10271) ގައި ޞައްޙަ ސަނަދަކުންނެވެ.
لا يمس جدران القبر ولا السياج ولا يقبلها:,ޤަބުރުގެ ފާރުތަކާއި ފުޅަފުގައި ނުބީހޭ ހުއްޓެވެ. އަދި އެތަންތަނުގައި ބޮސްވެސް ނުދޭނެއެވެ:
قال الإمام مالك رحمه الله:,އިމާމް މާލިކު رحمه الله ވިދާޅުވިއެވެ:
"""إذا سلم على النبي ﷺ يقف ووجهه إلى القبر؛ لا إلى القبلة ويدنو ويسلم ولا يمس القبر بيده"" [27].","""އޭނާ ނަބިއްޔާ ﷺ އަށް ސަލާމްގޮވައިފިނަމަ، ހުންނާނީ ޤަބުރުކޮޅަށް ކުރިމަތިލައިގެންނެވެ. ޤިބްލައަކަށް ނޫނެވެ. އަދި ކައިރިވެ ސަލާމްގޮވާނީއެވެ. އަދި ޤަބުރުކޮޅުގައި އަތް ނުލާނެއެވެ."" [27]."
[27]الشفا للقاضي عياض (2/ 199).,[27] އައް-ޝިފާ ލިލް-ޤާޟީ ޢިޔާޟް (2/ 199).
واتفق الأئمة على أنه لا يمس قبر النبي ﷺ بيده ولا يقبله.,ނަބިއްޔާ ﷺ ގެ ޤަބުރުފުޅުގައި އަތްނުލުމަށާއި، ބޮސްނުދިނުމުގެ މައްޗަށް އިމާމުން އިއްތިފާޤުވެގެންވެއެވެ.
لا يطيل الوقوف عند القبر بل يسلم ثم ينصرف.,ޤަބުރު ކައިރީގައި ގިނައިރު މަޑުކުރުމެއް ނުވެއެވެ. އޭގެ ބަދަލުގައި ސަލާމް ކޮށްފައި، ދެން އެނބުރި ދާނީއެވެ.
قال الإمام مالك رحمه الله:,އިމާމް މާލިކު رحمه الله ވިދާޅުވިއެވެ:
"""لا أرى أن يقف عند قبر النبي ﷺ يدعو، ولكن يسلم ويمضي"" [28].","""ނަބިއްޔާ ﷺ ގެ ޤަބުރުކޮޅު ކައިރީގައި ދުޢާކުރަން ހުރެވޭނެކަމަށް އަހަރެން ނުދެކެމެވެ. ނަމަވެސް އޭނާ ސަލާމްކޮށްފައި ދާނީއެވެ."" [28]."
[28]الشفا للقاضي عياض (2/ 199).,[28] އައް-ޝިފާ ލިލް-ޤާޟީ ޢިޔާޟް (2/ 199).
وقال نافع رحمه الله:,އަދި ނާފިޢު رحمه الله ވިދާޅުވިއެވެ:
"""كان ابن عمر يسلم على القبر.. رأيته مائة مرة وأكثر يجيء إلى القبر فيقول: السلام على النبي ﷺ. السلام على أبي بكر، السلام على أبي، ثم ينصرف"" [29].","""އިބްނު ޢުމަރު ޤަބުރުފުޅަށް ސަލާމް ގޮވާލައްވާކަމުގައި ވިއެވެ.. ތިމަން އެކަލޭގެފާނު ސަތޭކަ ފަހަރާއި އެއަށްވުރެ ގިނައިން ޤަބުރުފުޅު ކައިރިއަށް ވަޑައިގެން މިހެން ވިދާޅުވަނިކޮށް ދެކުނީމެވެ: ""السلام على النبي ﷺ، السلام على أبي بكر، السلام على أبي""(މާނައީ: ނަބިއްޔާ ﷺ ގެ މައްޗަށް ސަލާމެވެ. އަބޫބަކުރުގެ މައްޗަށް ސަލާމެވެ. ބައްޕާފުޅުގެ މައްޗަށް ސަލާމެވެ.) ދެން އެކަލޭގެފާނު އެނބުރި ވަޑައިގަންނަވަނީއެވެ."" [29]."
[29]أخرجه الآجري في كتاب الشريعة (5/2374) رقم (1853).,[29] މި ރިވާޔަތް ނެރުއްވީ އަލް-އާޖުއްރީ، ކިތާބުއް-ޝަރީޢާ (5/2374) ގައި، ނަމްބަރު (1853) ގައެވެ.
وأما ما يفعله بعض الزوار من رفع الصوت عند قبره ﷺ وطول القيام هناك فهو خلاف المشروع.,އަދި (ޤަބުރުކޮޅަށް) ޒިޔާރަތްކުރާ ބައެއް މީހުން ކުރާ ކަމެއްކަމުގައިވާ: އެކަލޭގެފާނު ﷺ ގެ ޤަބުރުކޮޅުގެ ކައިރީގައި އަޑުއުފުލުމާއި، އަދި އެތަނުގައި ކޮޅަށްހުރުން ދިގުކުރުމާ މެދު ދަންނައެވެ. ފަހެ އެއީ ޝަރުޢުވެގެންވާ ގޮތާ ޚިލާފު ކަންކަމެވެ.
لا يجوز دعاء الرسول ﷺ ولا غيره من الخلق بجلب منفعة أو دفع مضـرة، أو طلب قضاء حاجة، أو تفريج كربة، أو شفاء مريض، أو طلب شفاعة، أو نجاة من العذاب، أو نحوها من الأدعية، فإن دعاء غير الله فيما لا يقدر عليه إلا الله محرم وشرك أكبر، قال الله تعالى:,ރަސޫލާ ﷺ އަށް ނުވަތަ އެކަލޭގެފާނު ފިޔަވައި އެހެން އެއްވެސް މަޚްލޫޤަކަށް، މަންފާއެއް ގެނެސްދިނުމަށް، ނުވަތަ ގެއްލުމެއް ދުރުކޮށްދިނުމަށް، ނުވަތަ ޙާޖަތެއް ފުއްދައިދިނުމަށް، ނުވަތަ މުޞީބާތެއް ފިލުވައިދިނުމަށް، ނުވަތަ ބަލިމީހަކަށް ޝިފާ ދެއްވުމަށް، ނުވަތަ ޝަފާޢަތަށް އެދުމަށް، ނުވަތަ ޢަޛާބުން ސަލާމަތްކޮށްދިނުމަށް، ނުވަތަ އެފަދަ އެހެން ދުޢާތައް ކޮށް އެދުން ހުއްދަވެގެން ނުވެއެވެ. އެހެނީ، ﷲ މެނުވީ އެކަމަކަށް ކުޅަދުންވަންތަވެވޮޑިގެން ނުވާ ކަންކަމުގައި، އެކަލާނގެ ފިޔަވައި އެހެން ފަރާތްތަކަށް ދުޢާކުރުމަކީ ޙަރާމްވެގެންވާ ބޮޑު ޝިރުކެކެވެ. ﷲ ތަޢާލާ ވަޙީކުރެއްވިއެވެ:
﴿وَقَالَ رَبُّكُمُ ٱدۡعُونِيٓ أَسۡتَجِبۡ لَكُمۡۚ إِنَّ ٱلَّذِينَ يَسۡتَكۡبِرُونَ عَنۡ عِبَادَتِي سَيَدۡخُلُونَ جَهَنَّمَ دَاخِرِينَ60﴾,"﴿وَقَالَ رَبُّكُمُ ٱدۡعُونِيٓ أَسۡتَجِبۡ لَكُمۡۚ إِنَّ ٱلَّذِينَ يَسۡتَكۡبِرُونَ عَنۡ عِبَادَتِي سَيَدۡخُلُونَ جَهَنَّمَ دَاخِرِينَ﴾
 މާނައީ: ""އަދި ތިޔަބައިމީހުންގެ ވެރި ރައްބު ވަޙީކުރެއްވިއެވެ. ތިޔަބައިމީހުން ތިމަންއިލާހަށް ދުޢާކުރާށެވެ! ތިމަންއިލާހު ތިޔަބައިމީހުންގެ ދުޢާ އިޖާބަކުރައްވާހުށީމެވެ. ހަމަކަށަވަރުން، ތިމަންއިލާހަށް (ދުޢާކޮށް) އަޅުކަން ކުރުމަށް ކިބުރުވެރިވެގަންނަ މީހުން (ދަންނާށެވެ!) ނިކަންހުރެ ނިކަމެތިވެގެންވާ ޙާލު، އެއުރެން ނަރަކަޔަށް ވަންނާނެތެވެ."""
[غافر:60]،,[ޣާފިރު: 60]،
وقال سبحانه:,އަދިވެސް އެކަލާނގެ ސުބްޙާނަހޫ ވަޙީކުރެއްވިއެވެ:
﴿إِنَّ ٱلَّذِينَ تَدۡعُونَ مِن دُونِ ٱللَّهِ عِبَادٌ أَمۡثَالُكُمۡۖ فَٱدۡعُوهُمۡ فَلۡيَسۡتَجِيبُواْ لَكُمۡ إِن كُنتُمۡ صَٰدِقِينَ194﴾,"﴿إِنَّ ٱلَّذِينَ تَدۡعُونَ مِن دُونِ ٱللَّهِ عِبَادٌ أَمۡثَالُكُمۡۖ فَٱدۡعُوهُمۡ فَلۡيَسۡتَجِيبُواْ لَكُمۡ إِن كُنتُمۡ صَٰدِقِينَ﴾
 މާނައީ: ""ހަމަކަށަވަރުން، اللَّه ފިޔަވައި ތިޔަބައިމީހުން ދުޢާކޮށްއުޅޭ ފަރާތްތަކަކީ، ތިޔަބައިމީހުންނާ އެއްފަދަ އަޅުންތަކެކެވެ. ފަހެ، ތިޔަބައިމީހުން އެފަރާތްތަކަށް ގޮވާ ދުޢާކޮށްބަލާށެވެ! ފަހެ، ތިޔަބައިމީހުންނީ ތެދުބުނާ ބަޔަކު ކަމުގައިވާނަމަ، އެފަރާތްތަކުން ތިޔަބައިމީހުންނަށް އިޖާބަދޭހުށިކަމެވެ!"""
[الأعراف:194]،,[އަލް-އަޢުރާފު: 194]،
وقال جلّ في علاه:,އަދިވެސް އެކަލާނގެ -ޖައްލަ ފީ ޢުލާހު- ވަޙީކުރެއްވިއެވެ:
﴿وَأَنَّ ٱلۡمَسَٰجِدَ لِلَّهِ فَلَا تَدۡعُواْ مَعَ ٱللَّهِ أَحَدٗا18﴾,"﴿وَأَنَّ ٱلۡمَسَٰجِدَ لِلَّهِ فَلَا تَدۡعُواْ مَعَ ٱللَّهِ أَحَدٗا.﴾
 މާނައީ: ""އަދި މިސްކިތްތައް ވަނީ اللَّه އަށެވެ. ފަހެ، ތިޔަބައިމީހުން اللَّه އާއެކު އެހެން އެއްވެސް ފަރާތަކަށް (އަޅުކަންކޮށް) ދުޢާކޮށް ނުކުރާހުށިކަމެވެ!"""
[الجن: 18].,[އަލް-ޖިންނު: 18].
لا يدعو الله عند القبر فإن أراد الدعاء تقدم عن القبر، وتوجه للقبلة ودعا، ولا يستقبل القبر بالدعاء.,ޤަބުރު ކައިރީގައި ﷲ އަށް ދުޢާ ނުކުރާނެއެވެ. ދެންފަހެ، އޭނާ ދުޢާކުރަން ބޭނުންވެއްޖެނަމަ ޤަބުރަށްވުރެ ކުރިއަށްޖެހި، ޤިބުލައަށް ކުރިމަތިލައި ދުޢާކުރާނީއެވެ. އަދި ދުޢާކުރުމުގައި ޤަބުރަށް ކުރިމަތިނުލާނެއެވެ.
وقد قال الإمام مالك رحمه الله:,އަދި އިމާމް މާލިކު رحمه الله ވިދާޅުވިއެވެ:
"""لا أرى أن يقف عند قبر النبي ﷺ يدعو"".","""ނަބިއްޔާ ﷺ ގެ ޤަބުރުކޮޅުގެ ކައިރީގައިހުރެ ދުޢާކުރެވޭނެކަމަށް އަހަރެން ނުދެކެމެވެ."""
لا يشـرع كثرة التردد على القبر عند دخول المسجد أو الخروج منه، لا لأهل المدينة ولا للزوار من خارجها، فإنه يخشى أن يكون ذلك من اتخاذ القبر عيدًا.,މިސްކިތަށް ވަންނަ ހިނދު ނުވަތަ ނުކުންނަ ހިނދުގައި ޤަބުރުކޮޅަށް ގިނަގިނައިން ގޮސް އައިސްއުޅުން، މަދީނާގެ އަހުލުވެރިންނަކަށްވެސް އަދި ބޭރުން ޒިޔާރަތްކުރާ މީހުންނަކަށްވެސް ޝަރުޢުވެގެން ނުވެއެވެ. ފަހެ ހަމަކަށަވަރުން އެއީ ޤަބުރު ޢީދެއް ކަމުގައި ހެދުމުގެ ތެރެއިން ވެދާނެކަމަށް ބިރުވެތިވެވެއެވެ.
وقد نهى عن ذلك رسول الله ﷺ فقال:,އަދި ﷲ ގެ ރަސޫލާ ﷺ ވަނީ އެކަން މަނާކުރައްވައިފައެވެ. އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ:
«لَا تَتَّخِذُوا قَبْرِي عِيدًا، وَلَا تَجْعَلُوا بُيُوتَكُمْ قُبُورًا، وَحَيْثُمَا كُنْتُمْ فَصَلُّوا عَلَيَّ، فَإِنَّ صَلَاتَكُمْ تَبْلُغُنِي»[30].,"""ތިމަންކަލޭގެފާނުގެ ޤަބުރުފުޅު، ޢީދެއްގެ ގޮތުގައި ނުހަދާހުށިކަމެވެ. އަދި ތިޔަބައިމީހުންގެ ގެތައް ޤަބުރުތަކެއް ކަމުގައި ނުހަދާހުށިކަމެވެ. އަދި ތިޔަބައިމީހުން ވީ ކޮންމެތާކުން، ތިމަންކަލޭގެފާނުގެ މައްޗަށް ޞަލަވާތް ކިޔަވާށެވެ. ފަހެ ހަމަކަށަވަރުން، ތިޔަބައިމީހުންގެ ޞަލަވާތް ތިމަންކަލޭގެފާނަށް ފޯރަތެވެ.""[30]."
[30]أخرجه أحمد في المسند برقم: (8804)، بإسناد حسن.,[30] މި ޙަދީޘް ނެރުއްވީ އަޙްމަދު، މުސްނަދު (8804) ގައި، ޙަސަނު އިސްނާދަކުންނެވެ.
"ومعنى: ""لا تتخذوا قبري عيدًا"" من المعاودة إليه في وقت أو حال مخصوصين، كتخصيص زيارته في كل يومٍ أو أسبوعٍ أو شهرٍ. أوحالٍ معينةٍ يزار بوجودها، وقيل: أي لا تتخذوه موسمًا تجتمعون فيه[31].","""لا تتخذوا قبري عيدًا"" ގެ މާނައަކީ؛ ވަކި ޚާއްޞަ ވަޤުތެއްގައި ނުވަތަ ޙާލަތެއްގައި އެތަނަށް ތަކުރާރުކޮށް ޒިޔާރަތްކުރުމެވެ. މިސާލަކަށް ކޮންމެ ދުވަހަކު، ނުވަތަ ހަފުތާއަކު، ނުވަތަ މަހަކު ޒިޔާރަތްކުރުން ޚާއްޞަކުރުމެވެ. ނުވަތަ ވަކި ޙާލަތެއް ވުޖޫދުވާހިނދު ޒިޔާރަތްކުރުމަށް ޚާއްޞަކުރުމެވެ. އަދި ބުނެވިފައިވެއެވެ: އެބަހީ، ތިޔަބައިމީހުން އެއްވެއުޅޭ މޫސުމެއްގެ ގޮތުގައި އެތަން ނުހަދާށެވެ. [31]."
[31]انظر: المفردات للراغب الأصفهاني (ص: 594) شرح الصدور بتحريم رفع القبور للشوكاني (ص:16).,[31] ބައްލަވާ: އައް-ރާޣިބުލް-އަޞްފަހާނީގެ އަލް-މުފްރަދާތު (ޞ: 594)، އަދި އައް-ޝައުކާނީގެ ޝަރްޙުއް-ޞުދޫރި ބިތަޙްރީމި ރަފްޢިލް-ޤުބޫރި (ޞ:16).
وقال الإمام مالك رحمه الله:,އަދި އިމާމް މާލިކު رحمه الله ވިދާޅުވިއެވެ:
"""وليس يلزم من دخل المسجد وخرج منه من أهل المدينة الوقوف بالقبر، وإنما ذلك للغرباء""[32].","""މަދީނާގެ އަހުލުވެރިންގެ ތެރެއިން، މިސްކިތަށް ވަދެ ނުކުންނަ މީހާގެ މައްޗަށް ޤަބުރުކޮޅު އަރިހުގައި މަޑުކުރުން ލާޒިމުވެގެންނެއް ނުވެއެވެ. އެކަން ޚާއްޞަވެގެންވަނީ ހަމައެކަނި ބީރައްޓެހިންނަށެވެ."" [32]."
[32]الشفا للقاضي عياض (2/ 204)، المدخل لابن الحاج (1/ 262).,[32] އައް-ޝިފާ ލިލް-ޤާޟީ ޢިޔާޟް (2/ 204)، އަލް-މަދްޚަލް ލިބްނިލް-ޙާއްޖް (1/ 262).
"وقوله رحمه الله: ""وإنما ذلك للغرباء"": أي مطلق الزيارة، لا تكرار الزيارة عند الدخول والخروج.","އަދި އެކަލޭގެފާނު رحمه الله ވިދާޅުވެފައިވާ ""އެކަންވަނީ ހަމައެކަނި ބީރައްޓެހިންނަށެވެ."" މި ބަސްފުޅުގެ މުރާދަކީ މުޠްލަޤު ޒިޔާރަތެވެ. ވަދެނުކުންނަ ކޮންމެ ފަހަރަކު ޒިޔާރަތް ތަކުރާރުކުރުމެއް ނޫނެވެ."
