ayahW2W,ayahDV
أَفَمَن زُيِّنَ لَهُ = އެމީހަކަށް ޒީނަތްތެރި ކުރެވުނު މީހާހެއްޔެވެ؟ سُوءُ عَمَلِهِ = އޭނާގެ ނުބައި ޢަމަލުތައް. فَرَآهُ حَسَنًا = ދެން އޭނާ އެ ޢަމަލުތައް ހެއު ޢަމަލު ކަމުގައި ދެކެ. فَإِنَّ اللَّهَ = ފަހެ ހަމަކަށަވަރުން ﷲ. يُضِلُّ مَن يَشَاءُ = އެކަލާނގެ އިރާދަކުރެއްވި އަޅަކު މަގުފުރައްދަވައެވެ. وَيَهْدِي مَن يَشَاءُ = އަދި އެކަލާނގެ އެދިވޮޑިގެންވި އަޅަކަށް ތެދުމަގު ދައްކަވައެވެ. فَلَا تَذْهَبْ نَفْسُكَ = ފަހެ ކަލޭގެފާނުންގެ ނަފްސުފުޅު ދޫކޮށްނުލައްވާށެވެ. / ހަލާކުނުކުރައްވާށެވެ. عَلَيْهِمْ حَسَرَاتٍ = އެމީހުންގެ މައްޗަށް ހިތާމަފުޅު ކުރެއްވުމުން. إِنَّ اللَّهَ عَلِيمٌ = ހަމަކަށަވަރުން ﷲ އީ ދެނެވޮޑިގެންވާ ކަލާނގެއެވެ. بِمَا يَصْنَعُونَ = އެމީހުން އެކުރާ ކަންތައްތަކާމެދު.,(8) އަޅެފަހެ އެމީހެއްގެ ނުބައި عمل ތައް އެއީ ރަނގަޅު عمل ތަކެއްކަމުގައި އެމީހަކުދެކެ އެކަން އޭނާއަށް ޒީނަތްތެރިވެއްޖެ މީހާއާއި (ތެދުމަގުގައިވާ ރަނގަޅު މީހާއާއި ދެމީހުން ހަމަހަމަވާނެ ހެއްޔެވެ؟) ނުވާނެކަންކަށަވަރެވެ. ފަހެ ހަމަކަށަވަރުން ﷲ އެކަލާނގެ އެދިވޮޑިގެންނެވި އަޅަކު މަގުފުރައްދަވައެވެ. (އެއީ އޭނާގެ މަގުފުރެދުން ﷲގެ أزلى ދެނެވޮޑިގަތުމުގައި އިސްވެގޮސްފައިވާތީއެވެ.) އެއީ އެކަލާނގެ އިރާދަކުރެއްވި އަޅަކަށް ތެދުމަގުދައްކަވައެވެ. (އެއީ އޭނާގެ ތެދުމަގު ﷲގެ أزلى ދެނެވޮޑިގަތުމުގައި އިސްވެގޮސްފައިވާތީއެވެ.) އަދި އޭ رسول އާއެވެ. އެމީހުންގެ އެބަހީ ކާފަރުންގެ عمل ތަކާއިމެދު ހިތާމަކުރެއްވުމުގައި ކަލޭގެފާނުންގެ نفس ފުޅު ހަލާކުވިޔަނުދެއްވާށެވެ. ހަމަކަށަވަރުން އެމީހުން ކުރަމުންދާ ކަންތައްތައް ﷲ ދެނެވޮޑިގެންވެއެވެ.
وَاللَّهُ الَّذِي = އަދި ﷲ އެއީ. أَرْسَلَ الرِّيَاحَ = ވައިތައް ހިންގަވާ ކަލާނގެއެވެ. فَتُثِيرُ سَحَابًا = ދެން ވިލާތައް އެގޮތް މިގޮތަށް ހިންގަވައެވެ. فَسُقْنَاهُ = ދެން ތިމަންރަސްކަލާނގެ އޭގެފެން ދެއްވަމެވެ. إِلَىٰ بَلَدٍ مَّيِّتٍ = މަރުވެފައިވާ ރަށަށް (އެބަހީ: ވާރޭ ނުވެހުމުގެ ސަބަބުން ގަސްވިނަ މަރުވެފައިވާ ރަށަށް). فَأَحْيَيْنَا بِهِ الْأَرْضَ = ދެން ފަހެ ތިމަންރަސްކަލާނގެ އެފެނުގެ ސަބަބަން ބިންގަނޑު ދިރުއްވަމެވު. بَعْدَ مَوْتِهَا = އެބިންގަނޑު މަރުވެ އޮތުމަށްފަހު. كَذَٰلِكَ النُّشُورُ = މީސްތަކުން މަރުވުމަށްފަހު އަލުން ދިރުންވެސްވަނީ އެފަދައިންނެވެ.,(9) އަދި ﷲ އީ އެކިގޮތްގޮތަށް ވައިޖައްސަވާ ބަދަލުކުރައްވާ ކަލާނގެއެވެ. ދެންފަހެ އެކަލާނގެ ވިލާތައް އެގޮތްމިގޮތަށް ތަންތަނަށް ގެންދަވައި ބަދަލުކުރައްވައެވެ. ދެންފަހެ ވާރޭނުވެހުމުގެ ސަބަބުން ބިންގަނޑު ހަނަފަސްވެ ގަސްނުފަޅާ އޮތް ރަށަކަށް ތިމަންރަސްކަލާނގެ އެފެނުން ވެއްސަވައިފިއްޔާ ދެން އެފެނުގެ ސަބަބުން އެރަށް މަރުވެއޮތުމަށްފަހު ދިރުއްވަމެވެ. ގަސްތައް ފަޅައިގެން ހެދިގަނެއެވެ. މީސްތަކުން މަރުވުމަށްފަހު مَحشر ކުރެއްވުމަށް ތިމަންރަސްކަލާނގެ ދިރުއްވަނީ އެފަދައިންނެވެ.
مَن كَانَ يُرِيدُ الْعِزَّةَ = ފަހެ عِزِّة އެދޭ މީހާ (ދަންނައެވެ.) فَلِلَّهِ الْعِزَّةُ جَمِيعًا = ފަހެ އެންމެހާ عِزِّة ޚާއްސަ ވެގެންވަނީ ﷲ އަށެވެ. إِلَيْهِ يَصْعَدُ = އަރައިގެންދަނީ ހަމަ އެކަލާނގެ ޙަޟްރަތަށެވެ. الْكَلِمُ الطَّيِّبُ = ރަނގަޅު ކަލިމަތައް. وَالْعَمَلُ الصَّالِحُ = އަދި ޞާލިޙު ޢަމަލު. يَرْفَعُهُ = ޢަމަލުތައް އުފުއްލަވައެވެ. (އެބަހީ: އެ ރަނގަޅު ކަލިމަތައް މައްޗަށް އުފުލެއެވެ.) وَالَّذِينَ يَمْكُرُونَ السَّيِّئَاتِ = އަދި ނުބައި ކަންތައްކޮށް ރާވަމުންދާ މީހުން (ދަންނައެވެ.) لَهُمْ عَذَابٌ شَدِيدٌ = އެމީހުންނަށް ހުރީ ގަދަވެގެންވާ عَذَاب އެވެ. وَمَكْرُ أُولَـٰئِكَ = އަދި އެބައިމީހުން ރޭވުމާއި ޙީލަތް. هُوَ يَبُورُ = އެއީ ބާތިލުވެ ހަލާކުވެ ދާއެއްޗެކެވެ.,(10) ފަހެ عِزَّة އާއި މަތިވެރިކަން އެދޭ މީހަކުނަމަ ﷲ އަށް ކިޔަމަންތެރިވެގެން عِزَّة ތެރިކަން ހޯދާށެވެ. އެހެނީ އެންމެހައި عِزَّة އެއް خَاصَّ ވެގެންވަނީ ﷲ އަށެވެ. މާތްވެގެންވާ ބަސްތައް އަރައިގެންދަނީ އެކަލާނގެ حَضْرة އަށެވެ. (ﷲއަށް ކުރެވޭ އެންމެހައި ذِكر އަކާއި ހެޔޮ ޢަމަލްތަކާއި ކިޔެވުމާއި ހެޔޮކަންތަކަށް أمر ކުރުމާއި ނުބައިކަންތައް نَهِي ކުރެއްވުމާއި، މިބާވަތުގެ އެންމެހައި ކަމެއް އަރައިގެންދާނީ ﷲގެ حَضْرة އަށެވެ.) އަދި صالح عَمَل ތައް އެ މާތްވެގެންވާ ބަސްތައް މައްޗަށް އުފުލައެވެ. (އެހެނީ صالح عمل އާ ނުލައި ހެޔޮ كلمة ތައް މައްޗަށް ނުއުފުލޭނެއެވެ.) އަދި ނުބައިކަންތައްތައް ކުރަމުން އަދި އެފަދަ ކަންތައްތައް ރާވަމުންދާ މީހުން ދަންނައެވެ. އެމީހުންނަށް ހުންނަހުށީ ގަދަ عذاب އެވެ. އަދި އެމީހުންގެ އެރޭވުންތަކާއި مكر ތަކަކީ ހަމަ باطلވެ ނެތިދާ އެއްޗެކެވެ.
وَاللَّهُ خَلَقَكُم = އަދި ﷲ ކަލޭމެން ހެއްދެވިއެވެ. (ކަލޭމެންގެ ބައްޕަހެއްދެވިއެވެ.) مِّن تُرَابٍ = ވެލިން. ثُمَّ مِن نُّطْفَةٍ = ދެން މަނިފޮދުވަރަކުން. (ކަލޭމެން ހެއްދެވީ މަނިފޮދަކުންނެވެ.) ثُمَّ جَعَلَكُمْ أَزْوَاجًا = ދެން އެކަލާނގެ ކަލޭމެން ޖޯޑުޖޯޑަށް ލެއްވިއެވެ. وَمَا تَحْمِلُ مِنْ أُنثَىٰ = އަދި އަންހެނަކު (ބަނޑުގައި) ނުއުފުލައެވެ. وَلَا تَضَعُ = އަދި އަންހެނާ ދަރިނުވިހައެވެ. إِلَّا بِعِلْمِهِ = އެކަލާނގެ ދެނެވޮޑިގަތުމާއެކު މެނުވީ. وَمَا يُعَمَّرُ مِن مُّعَمَّرٍ = އަދި عمر ދިގުވާ މީހެއްގެ عمر ދިގުނުވެއެވެ. وَلَا يُنقَصُ مِنْ عُمُرِهِ = އަދި عمر މަދުވާ މީހެއްގެ عمر މަދުނުވެއެވެ. إِلَّا فِي كِتَابٍ = ފޮތެއްގައިވާ މެނުވީ. (لوح المحفوظ ގައި އެމިންވަރެއް ލިޔެވިގެންވާމެނުވީ). إِنَّ ذَٰلِكَ = ހަމަކަށަވަރުން އެކަންތައްތައް. عَلَى اللَّهِ يَسِيرٌ = ﷲ އަށް ދާދި ފަސޭހަވެގެންވެއެވެ.,(11) އަދި ﷲ ތަޢާލާ ވެލީން ކަލޭމެންގެ ބައްޕަކަމުގައިވާ آدَم عَلَيْهِ السَّلام ހެއްދެވިއެވެ. އަދި އޭގެ ފަހުގައި މަނިފޮދުވަރަކުން އެކަލާނގެ ކަލޭމެން ހެއްދެވިއެވެ. އަދި އެކަލާނގެ ކަލޭމެން ޖޯޑުޖޯޑަށް ލެއްވިއެވެ. (އެބަހީ ކަލޭމެންގެ ތެރެއިން އަންހެނުންނާއި ފިރިހެނުން ލައްވައި ދަރިފަސްކޮޅު އުފެދުމުގެ އިންތިޒާމްވެސް ލެއްވެވިއެވެ.) އަދި އަންހެން ޖިންސު މާބަނޑުގައި އުފުލާ ދަރިއެއްވިޔަސް އަދި ވިހާކުއްޖަކުވިޔަސް އެކުއްޖެއްގެ ފުރިހަމަ މަޢުލޫމާތު އެކަލާނގެ ދެނެވޮޑިގަތުމުގެ ދަށުންނާއި އެކަލާނގެ ތަދުބީރުކުރެއްވުމުގެދަށުން މެނުވީ ނުވެއެވެ. އަދި މީހަކު ޢުމުރު ދިގުވާ ދިގުވުންވެސް އަދި އަނެއްމީހާގެ ޢުމުރުން މަދުވެގެންދާ މިންވަރުވެސް ފޮތެއްގައި ލިޔެވި ނޯޓްކުރެވިގެންވާ މެނުވީ (އެބަހީ لَوْحُ الْمَحْفُوْظ ގައި ލިޔެވިގެންވާ ކަމުގައި މެނުވީ) ނުވެއެވެ. އަދި އެކަންތައްތައް އެގޮތަށް ހިންގެވުމަކީ ﷲ އަށް ދާދި ފަސޭހަކަމެކެވެ.
وَمَا يَسْتَوِي الْبَحْرَانِ = އަދި ދެކަނޑު ހަމަހަވެގެންނުވެއެވެ. هَـٰذَا عَذْبٌ فُرَاتٌ = މިކަނޑުގެފެން މީރުކަން ދަގައެވެ. سَائِغٌ شَرَابُهُ = އޭގެފެން ދިރުވައިލަން ފަސޭހަ. وَهَـٰذَا مِلْحٌ أُجَاجٌ = އަދި މިކަނޑުގެ ފެން ގަދަލޮނެވެ. وَمِن كُلٍّ تَأْكُلُونَ = އަދި ކޮންމެ ކަނޑަކުންވެސް ކަލޭމެންކައެވެ. لَحْمًا طَرِيًّا = ތާޒާ މަސް. وَتَسْتَخْرِجُونَ حِلْيَةً = އަދި ކަލޭމެން ގަހަނާ ނެރެމުއެވެ. (ގަހަނާގައި ޖަހާމުތާއި ޖަވާހިރު. ނެރެމުއެވެ.) تَلْبَسُونَهَا = ކަލޭމެން ލައިއުޅޭ / އަޅައިއުޅޭ. وَتَرَى الْفُلْكَ فِيهِ = އަދި ކަލޭގެފާނު ކަނޑުން ނައުފަހަރު (ދުއްވާ އުޅަދު) ދެކެވަޑައިގަންނަވާނެއެވެ. مَوَاخِرَ = މޮއިކަފާފައި ދާތީ. لِتَبْتَغُوا = ކަލޭމެން حاصل ކުރުމަށްޓަކައި. (ކަނޑުދަތުރުކޮށް ވިޔަފާރިކަންތައް حاصل ކުރުމަށް). مِن فَضْلِهِ = އެކަލާނގެ އޯގާވަންތަކަމުން. وَلَعَلَّكُمْ تَشْكُرُونَ = އަދި ކަލޭމެން ޝުކުރު ކުރޭތޯ (ޝުކުރު ކުރުމަށްޓަކައި).,(12) އަދި ދެކަނޑު ހަމަހަމަވެގެން ނުވެއެވެ. އެއްކަނޑުމިއީ ފެން މީރުވެގެންވާ އަދި އެފެން ބޮއިލާ މީހާ މީރުކަމުން އެފެންފޮދު ދިރުވައިލަން ފަސޭހަ ފެނެކެވެ. އަނެއްކަނޑަކީ މިއީ ފެނުގެ ލޮނުރަހަ ގަދަވެގެންވާ ކަނޑެކެވެ. މި ދެކަނޑުން ކުރެ ކޮންމެ ކަނޑަކުންވެސް ތާޒާ މަސް ކަލޭމެން ކަމުއެވެ. އަދި ކަލޭމެން އަޅައިއުޅޭ ގަހަނާގެބާވަތްތައްވެސް (ރަން މުތާއި ޖަވާހިރާއި މިބާވަތުގެ އެންމެހައި ތަކެތިވެސް) އެކަނޑުން ކަލޭމެން ނެރެމުއެވެ. އަދި ދުވެފައިދާ ނައުދޯގުފަހަރު (އުޅަދުފަހަރު) މޮއިކަފައިލާފައި ދާތަން ކަލޭގެފާނު ދެކެވަޑައިގަންނަވާނެއެވެ. އެނައުފަހަރު / ބޯޓުފަހަރު ވިޔަފާރިކަމުގައްޔާއި ދެންވެސް ދިރިއުޅުމުގެ އެކިއެކި ބޭނުންތަކުގައި ﷲ ގެ فضل ވަންތަކަން ހޯދުމަށްޓަކައި ދަތުރު ކުރެއެވެ. އެކަންތައްތައް އެހެންލައްވާފައިވަނީ ކަލޭމެން شكر ކުރުމަށްޓަކައެވެ. އެއީ އެކަލާނގެ ކުޅަދުންވަންތަކަމުގެ މިސާލެކެވެ.
يُولِجُ اللَّيْلَ = އެކަލާނގެ ރޭގަނޑު ވައްދަވައެވެ. فِي النَّهَارِ = ދުވާލުގެ ތެރެއަށް. وَيُولِجُ النَّهَارَ = އަދި އެކަލާނގެ ދުވާލު ވައްދަވައެވެ. فِي اللَّيْلِ = ރޭގަނޑުގެ ތެރެއަށް. وَسَخَّرَ الشَّمْسَ وَالْقَمَرَ = އަދި އެކަލާނގެ އިރާއި ހަނދު ކިޔަމަންކުރެއްވިއެވެ. كُلٌّ يَجْرِي = އެދެއެތިންކުރެ ކޮންމެއެއްޗެއް ދުވެއެވެ. لِأَجَلٍ مُّسَمًّى = ކަނޑައެޅި عَيَّن ވެގެންވާ މުއްދަތަކަށް. ذَٰلِكُمُ اللَّهُ رَبُّكُمْ = އެއީ ކަލޭމެންގެ رَبُّ އެވެ. ﷲ އެވެ. لَهُ الْمُلْكُ = އެންމެހައި ކަމެއްގެ ވެރިކަން خَاّصَّ ވެގެންވަނީ އެކަލާނގެއަށެވެ. (އެންމެހައި ތަކެތި މިލްކުވެގެންވަނީ އެކަލާނގެއަށެވެ.) وَالَّذِينَ تَدْعُونَ = އަދި ކަލޭމެން ދުޢާކޮށް ގޮވާތަކެތި (ބުދުތައް). مِن دُونِهِ = އެކަލާނގެ ފިޔަވައި. مَا يَمْلِكُونَ = އެތަކެއްޗަށް މިލްކުވެގެންނުވެއެވެ. مِن قِطْمِيرٍ = قَطِيْر އެއްގެ މިންވަރުވެސް (قَطِيْر އަކީ ކަދުރު ނޮޅައިޅިމާ އޮށުގެ މަތީގައި އޮންނަ ތުނި ދުލިފަށެވެ.),(13) އަދި ދުވާލުގެ ތެރެއަށް އެކަލާނގެ ރޭގަނޑު ވައްދަވައެވެ. އަދި ރޭގަނޑުގެ ތެރެއަށް ދުވާލު ވައްދަވައެވެ. އަދި އިރާއި ހަނދުވެސް އެކަލާނގެ ކިޔަމަން ކުރެއްވިއެވެ. އެދެ އެތިންކުރެ ކޮންމެ އެއްޗެއް އެއަށްކަނޑައެޅިގެންވާ فلك ގައި ކަނޑައެޅި عين ންވެގެންވާ މުއްދަތަކަށް ދުވެދުވެ ތިބެއެވެ. މިކަންތައްތައް މިހާފުރިހަމަކޮށް ބަރާބަރުކޮށް ހިމުންކޮށް ހައްދަވައި ހިންގަވަނީ އެއީ ﷲ އެވެ. އެއީ ކަލޭމެންގެ رب އެވެ. އެހެން އެއްވެސް މީހެއްނޫނެވެ. އެންމެހައިކަމެއްގެ މިލްކުވެރިކަން خاص ވެގެންވަނީ ހަމަ އެކަލާނގެ އަށެވެ. އެއެންމެހައި ކަމެއް އެކަލާނގެ އެދިވޮޑިގެންނެވި ފަދައަކުން ހިންގަވަމުން ގެންދަވައެވެ. އަދި އޭ مشرك ންނޭވެ ކަލޭމެން އެކަލާނގެ ފިޔަވައި އެތަކެއްޗަށް ތިޔަގޮވާ دعاء ކޮށްހަދާ ތަކެއްޗަށް އެބަހީ ބުދުތަކަށް قِطْمِيْر އެއްގެ މިންވަރުވެސް ލިބިގެން ނުވެއެވެ. قِطْمِيْر ގެ މާނަ ލިޔެވިގެން އިސްވެ ހިނގައްޖެއެވެ.
إِن تَدْعُوهُمْ = ކަލޭމެން އެތަކެއްޗަށް ދުޢާކޮށް ގޮވިޔަސް. لَا يَسْمَعُوا دُعَاءَكُمْ = އެތަކެތި ކަލޭމެންގެ ދުޢާ ނާހާނެއެވެ. (އެހެނީ އެއީ جَمَاد ތަކެއްޗެވެ.) وَلَوْ سَمِعُوا = (މިސާލަކަށް) އެތަކެތި އެހި ނަމަވެސް. مَا اسْتَجَابُوا لَكُمْ = ކަލޭމެނަށް އެތަކެތި އިޖާބަ ނުދޭނެއެވެ. وَيَوْمَ الْقِيَامَةِ = އަދި ޤިޔާމަތް ދުވަހުން. يَكْفُرُونَ بِشِرْكِكُمْ = އެތަކެތި ކަލޭމެން ކުރިއަޅުކަމަށް އިންކާރު ކުރާނެއެވެ. وَلَا يُنَبِّئُكَ = އަދި ކަލޭގެ ފާނަށް އެކަކުވެސް ޚަބަރު ނުދޭނެއެވެ. مِثْلُ خَبِيرٍ = ހުރިހާ ކަމެއްގެ ޚަބަރުތައް ދެނެވޮޑިގެންވާ ފަރާތުން ޚަބަރުތައްދެއްވާގޮތަށް.,(14) (އޭ މުޝްރިކުންނޭވެ!) ކަލޭމެން އެތަކެއްޗަށް ގޮވާ دعاء ކުރިޔަސް އެތަކެތި ކަލޭމެންގެ دعاء ގެ އަޑުނާހާނެއެވެ. (އެހެނީ، އެއީ جَماد ތަކެއްޗެވެ. އެއަކަށް فَهَمُ ވުމެއްނުވެއެވެ.) އަދި މިސާލަކަށް އެތަކެތި އެއީ އަޑުއަހާ ތަކެތިކަމުގައި ނިންމިޔަސް ކަލޭމެންގެ دعاء އަކަށް އެތަކެތި ޖަވާބު ނުދޭނެއެވެ. އެއީ އެކަމަށް ނުކުޅެދޭތީއެވެ. އަދި قيامة ދުވަހުން އެތަކެއްޗަށް ކަލޭމެން ކުރި އަޅުކަމާ ދޭތެރޭ އިންކާރު ކުރާނެއެވެ. (އޭ رسول الله އެވެ!) ހުރިހާ ކަންތައްތަކުގެ خبر ދެނެވޮޑިގެންވާ ފަރާތުން ކަލޭގެފާނަށް خبر ދެއްވާގޮތަށް ހަމައެކަކުވެސް خبر ނުދޭނެއެވެ.
يَا أَيُّهَا النَّاسُ = އޭ މީސްތަކުންނޭވެ. أَنتُمُ الْفُقَرَاءُ إِلَى اللَّهِ = ކަލޭމެންނަކީ ﷲ އަށް ބޭނުންތެރިވެގެންވާ މީހުންނެވެ. وَاللَّهُ هُوَ الْغَنِيُّ الْحَمِيدُ = އަދި ﷲ އީ އަމިއްލަ ذات ފުޅަށް ފުދިވޮޑިގެންވާ حَمد ލިބިވޮޑިގެންވާ ކަލާނގެއެވެ.,(15) އޭ މީސްތަކުންނޭވެ! ކަލޭމެންނަކީ ﷲ ގެ حضرة އަށް އެކިކަންކަމަށް ބޭނުންވެގެންވާ މީހުންނެވެ. فقير ންނެވެ. ﷲ އީ އެކަލާނގެ ذات ފުޅައިގެން ފުދިވޮޑިގެންވާ އަދި އެކަލާނގެ إحسان ވަންތަކަމަށް حمد ލިބިވޮޑިގެންވާ ކަލާނގެއެވެ.
إِن يَشَأْ يُذْهِبْكُمْ = އެކަލާނގެ އެދިވޮޑިގެތްނަމަ ކަލޭމެން ގެންދަވާފީހެވެ. މަރުއްވާފީހެވެ. وَيَأْتِ بِخَلْقٍ جَدِيدٍ = އަދި އެހެން އައު خَلْق ތަކެއް އެކަލާނގެ ގެންނަވައިފީހެވެ.,(16) އެކަލާނގެ އެދިވޮޑިގެންފީވިއްޔާ ކަލޭމެން ފަނާކުރައްވާ އެހެން خلق ތަކެއް ގެންނަވާފާނެއެވެ. (އެބަޔަކީ آدم ގެ ދަރީންކަމުގައިވެސް ވެދާނެއެވެ. އަދި އެހެން ޖިންސެއްގެ ބައެއްކަމުގައިވެސް ވެދާނެއެވެ.)
وَمَا ذَٰلِكَ = އަދި އެކަން ނުވެއެވެ. عَلَى اللَّهِ بِعَزِيزٍ = ﷲ ގެ حضرة އަށް އުނދަގޫ އަދި ބުރަކަމެއްކަމުގައި.,(17) އަދި އެކަމަކީ ﷲ ގެ حضرةއަށް އުދަގޫވެބުރަވެގެންވާ ކަމަކަށް ނުވާނެއެވެ.
وَلَا تَزِرُ وَازِرَةٌ = އަދި އުފުލާ މިހަކު ނުއުފުލައެވެ. وِزْرَ أُخْرَىٰ = އެހެންމީހެއްގެ ފާފައެއް. وَإِن تَدْعُ مُثْقَلَةٌ = ފާފައިގެ ސަބަބުން ބަރުވެގެންވާ نفس އެއް ގޮވިނަމަވެސް. إِلَىٰ حِمْلِهَا = އޭނާގެ ފާފައިގެ ބައެއް އުފުލައިދިނުމަށް. لَا يُحْمَلْ مِنْهُ شَيْءٌ = އޭނާގެ ކިބައިން އެއްވެސް މިންވަރެއް އުފުލައި ނުދެވޭނެއެވެ. وَلَوْ كَانَ ذَا قُرْبَىٰ = އަދި ކިތަންމެ ގާތްތިމާގެ މީހަކު ކަމުގައިވިޔަސް. إِنَّمَا تُنذِرُ = ކަލޭގެފާނު އިންޒާރު ކުރައްވާނެކަން ކަށަވަރީ (ކަލޭގެފާނުންގެ އިންޒާރުން ފައިދާއެއް ކުރާނީ). الَّذِينَ يَخْشَوْنَ رَبَّهُم = އެމީހުން އެމީހުންގެ رب އަށް ބިރުވެތިވާ މީހުންނަށެވެ. بِالْغَيْبِ = ނުދެކިތިބެ / غيب ގައި ވޮޑިގެންވާ. وَأَقَامُوا الصَّلَاةَ = އަދި އެމީހުން ނަމާދު قاءم ކުރާ. وَمَن تَزَكَّىٰ = އަދިއެމީހަކު ފާފަތަކުން طاهرވެގަންނަމީހާ (ދަންނައެވެ.) فَإِنَّمَا يَتَزَكَّىٰ لِنَفْسِهِ = ފަހެއެމީހަކު އެ طاهر ވެގަންނަނީ ހަމަކަށަވަރުން އެމީހެއްގެ އަމިއްލަ ނަފްސަށެވެ. وَإِلَى اللَّهِ الْمَصِيرُ = އަދި ހުރިހާ ކަމެއް އެބުރިދިއުން ވަނީﷲ ގެ حضرة އަށެވެ.,(18) އަދި އެއްވެސް ނަފްސެއް އަނެއްނަފްސެއްގެ ފާފަ ނުއުފުލާނެއެވެ. (އަދި ކިޔެއްހެއްޔެވެ؟ ކޮންމެ ނަފްސެއްވެސް އުފުލާނީ އެނަފްސެއްގެ ފާފައެވެ.) އަދި ފާފައިން ބަރުވެފައިވާ ނަފްސެއްގެ ފާފައިން ބައެއް އުފުލައިދިނުމަށް އެހެން ނަފްސެއްގެ ކިބައިން އެދުނަސް ކިތައްމެ ގާތްމީހަކު ކަމުގައިވިޔަސް އުފުލައި ނުދޭނެއެވެ. ކަލޭގެފާނުން ކުރައްވާ އިންޒާރުން އަދި ދެއްވާ نصيحة ން ފައިދާއެއްކުރާނޭކަން ކަށަވަރީ އެބައިމީހުންގެ ربّ އަށް غيب ގައި (ނުފެނި) ބިރުވެތިވާ މީހުންނެވެ. އަދި އެބައިމީހުންނީ ނަމާދު قائم ކުރާ މީހުންކަމުގައިވާ މީހުންނަށެވެ. އަދި ތިމާގެ ނަފްސު ފާފައިން طاهر ކޮށް صالح عمل ގިނައިން ކޮށްފިމީހާ އޭނާގެ އެ طاهر ކުރީއޭނާގެ އަމިއްލަ ނަފްސެވެ. އޭގެ މަންފާ ހުންނާނީ އޭނާއަށެވެ. އަދި އެންމެހައި ކަމެއް އެބުރިދިޔުންވަނީ ﷲ ގެ حضرة އަށެވެ.
وَمَا يَسْتَوِي الْأَعْمَىٰ وَالْبَصِيرُ = އަދި ލޯއަނދިރި މީހާއާއި ލޮލަށްފެންނަ މީހާ ހަމަހަމަ ވެގެން ނުވެއެވެ.,(19)،(20) އަދި ލޯއަދިރި މީހާއާއި ލޮލަށް ފެންނަ މިހާއާއި ހަމަހަމަވެގެންނުވެއެވެ. (އެބަހީ ކާފަރުމީހާއާއި މުއުމިނު މީހާއާއި ހަމަހަމަނުވާނެއެވެ.) އަދި އަދިރިކަމާއި އަލިކަން ހަމަހަމަނުވާނެއެވެ. (އެބަހީ باطل އާއި حق އާއި ހަމަހަމަނުވާނެއެވެ.)
وَلَا الظُّلُمَاتُ وَلَا النُّورُ = އަދި އަދިރިކަމާއި އަލިކަންވިޔަސް (ހަމަހަމަ ވެގެން ނުވެއެވެ.),(19)،(20) އަދި ލޯއަދިރި މީހާއާއި ލޮލަށް ފެންނަ މިހާއާއި ހަމަހަމަވެގެންނުވެއެވެ. (އެބަހީ ކާފަރުމީހާއާއި މުއުމިނު މީހާއާއި ހަމަހަމަނުވާނެއެވެ.) އަދި އަދިރިކަމާއި އަލިކަން ހަމަހަމަނުވާނެއެވެ. (އެބަހީ باطل އާއި حق އާއި ހަމަހަމަނުވާނެއެވެ.)
وَلَا الظِّلُّ وَلَا الْحَرُورُ = އަދި ފިނިކަންދޭ ހިޔާގަޑާއި ހޫނާއި ވިޔަސް (ހަމަހަމަ ވެގެން ނުވެއެވެ.),(21)،(22) އަދި ފިނިކަންދޭ ހިޔާގަނޑާއި ހޫނުކަން އެއްވަރުނުވާނެއެވެ. (އެބަހީ ثواب އާއި عقوبة ނުވަތަ ސުވަރުގެއާއި ނަރަކަ ހަމަހަމަނުވާނެއެވެ.) އަދި ދިރިތިބި މީހުންނާއި މަރުވެފައިވާމީހުން އެއްވަރު ނުވާނެއެވެ. (އެބަހީ: ކާފަރުންނާއި މުއުމިނުން ނުވަތަ عالم ންނާއި جَاهل ން އެއްވަރު ނުވާނެއެވެ.) ހަމަކަށަވަރުން ﷲ ތަޢާލާ އެކަލާނގެ އެދިވޮޑިގެންނެވި އަޅަކަށް އިއްވަވައެވެ. (އަދި ކިޔަމަންތެރި ވުމަށް تَوْفِيْق ދެއްވައެވެ.) އަދި އެކަމަކު قَبْر ތަކުގައިވާ މީސްތަކުންނަށް އިއްވެވޭނޭ ބޭކަލަކު ކަމުގައި ކަލޭގެފާނު ނުވެއެވެ. (ޔަޢުނީ، ހިތްތަށް ކާފަރުކަމުގެ ސަބަބުން މަރުވެފައިވާ މީސްތަކުންނަށް އެއިން ފައިދާކުރާފަދަ އިއްވުމަކުން އިއްވޭނެ ބޭކަލަކުކަމުގައި ކަލޭގެފާނު ނުވެއެވެ.)
